Elapsed time,HeightMSL,      P, Temp,   RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,    %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
        1015,     6279, 466.31,-17.7, 4.15,-50.1,294.3, 23.2,        6279,    4.8, 466.31,-33.379135,153.122833,-17.7,   44.9,                  
        1016,     6284, 465.98,-17.7, 4.16,-50.1,294.5, 23.1,        6284,    5.0, 465.98,-33.379207,153.123049,-17.7,   44.9,                  
        1017,     6289, 465.65,-17.7, 4.17,-50.1,294.7, 23.1,        6289,    5.1, 465.65,-33.379280,153.123267,-17.7,   44.9,                  
        1018,     6294, 465.33,-17.8, 4.17,-50.2,294.9, 23.1,        6294,    5.1, 465.33,-33.379357,153.123486,-17.8,   44.9,                  
        1019,     6300, 465.02,-17.8, 4.18,-50.2,295.1, 23.1,        6299,    5.2, 465.02,-33.379440,153.123706,-17.8,   44.9,                  
        1020,     6305, 464.69,-17.9, 4.21,-50.1,295.4, 23.1,        6305,    5.7, 464.69,-33.379529,153.123928,-17.9,   44.9,                  
        1021,     6312, 464.28,-17.9, 4.27,-50.1,295.6, 23.1,        6312,    6.6, 464.28,-33.379625,153.124153,-17.9,   44.9,                  
        1022,     6320, 463.80,-18.0, 4.34,-50.0,295.9, 23.0,        6319,    7.6, 463.80,-33.379723,153.124381,-18.0,   44.9,                  
        1023,     6328, 463.27,-18.1, 4.42,-49.9,296.2, 23.0,        6328,    8.2, 463.27,-33.379822,153.124607,-18.1,   45.0,                  
        1024,     6336, 462.72,-18.1, 4.53,-49.7,296.4, 23.0,        6336,    8.2, 462.72,-33.379921,153.124827,-18.1,   45.0,                  
        1025,     6344, 462.25,-18.2, 4.71,-49.4,296.7, 23.0,        6344,    7.7, 462.25,-33.380021,153.125039,-18.2,   45.0,                  
        1026,     6351, 461.86,-18.2, 4.99,-48.9,297.0, 22.9,        6351,    7.1, 461.86,-33.380117,153.125248,-18.2,   45.1,                  
        1027,     6358, 461.45,-18.2, 5.28,-48.4,297.2, 22.9,        6358,    6.9, 461.45,-33.380210,153.125461,-18.2,   45.1,                  
        1028,     6364, 461.02,-18.3, 5.39,-48.2,297.5, 22.9,        6365,    6.9, 461.02,-33.380300,153.125685,-18.2,   45.2,                  
        1029,     6371, 460.57,-18.3, 5.35,-48.3,297.7, 22.8,        6371,    6.7, 460.57,-33.380393,153.125918,-18.3,   45.2,                  
        1030,     6377, 460.17,-18.3, 5.28,-48.5,297.9, 22.8,        6378,    6.0, 460.17,-33.380495,153.126156,-18.3,   45.3,                  
        1031,     6382, 459.88,-18.3, 5.26,-48.5,298.0, 22.8,        6382,    5.0, 459.88,-33.380607,153.126389,-18.3,   45.4,                  
        1032,     6387, 459.65,-18.3, 5.29,-48.4,298.2, 22.7,        6386,    4.4, 459.65,-33.380727,153.126613,-18.3,   45.4,                  
        1033,     6391, 459.37,-18.3, 5.32,-48.4,298.3, 22.7,        6391,    4.6, 459.37,-33.380849,153.126825,-18.3,   45.4,T                 
        1034,     6397, 459.05,-18.4, 5.36,-48.4,298.4, 22.6,        6396,    5.3, 459.05,-33.380966,153.127027,-18.4,   45.4,                  
        1035,     6403, 458.65,-18.4, 5.42,-48.3,298.5, 22.6,        6403,    6.1, 458.65,-33.381077,153.127224,-18.4,   45.4,                  
        1036,     6409, 458.23,-18.5, 5.51,-48.2,298.5, 22.5,        6409,    6.5, 458.23,-33.381183,153.127420,-18.5,   45.4,                  
        1037,     6416, 457.83,-18.5, 5.61,-48.1,298.5, 22.5,        6416,    6.3, 457.83,-33.381286,153.127617,-18.5,   45.5,                  
        1038,     6421, 457.48,-18.6, 5.69,-48.0,298.5, 22.4,        6421,    5.6, 457.48,-33.381388,153.127812,-18.6,   45.5,                  
        1039,     6426, 457.21,-18.6, 5.73,-48.0,298.5, 22.4,        6426,    4.8, 457.21,-33.381489,153.128009,-18.6,   45.5,                  
        1040,     6430, 456.96,-18.7, 5.72,-48.0,298.4, 22.4,        6430,    4.3, 456.96,-33.381584,153.128206,-18.6,   45.5,                  
        1041,     6434, 456.70,-18.7, 5.72,-48.0,298.3, 22.3,        6434,    4.2, 456.70,-33.381673,153.128408,-18.7,   45.5,                  
        1042,     6439, 456.42,-18.7, 5.75,-48.0,298.2, 22.3,        6439,    4.3, 456.42,-33.381757,153.128614,-18.7,   45.5,                  
        1043,     6443, 456.14,-18.8, 5.80,-48.0,298.1, 22.2,        6443,    4.7, 456.14,-33.381838,153.128825,-18.7,   45.5,                  
        1044,     6449, 455.84,-18.8, 5.86,-47.9,298.0, 22.2,        6448,    5.3, 455.84,-33.381920,153.129039,-18.8,   45.5,                  
        1045,     6455, 455.47,-18.9, 5.91,-47.9,297.9, 22.2,        6455,    6.2, 455.47,-33.382004,153.129256,-18.9,   45.5,                  
        1046,     6462, 455.03,-19.0, 5.96,-47.9,297.7, 22.2,        6462,    7.1, 455.03,-33.382093,153.129476,-19.0,   45.5,                  
        1047,     6469, 454.53,-19.1, 6.05,-47.8,297.6, 22.1,        6470,    7.5, 454.53,-33.382187,153.129697,-19.0,   45.5,                  
        1048,     6477, 454.07,-19.1, 6.17,-47.7,297.5, 22.1,        6477,    7.2, 454.07,-33.382285,153.129916,-19.1,   45.5,                  
        1049,     6483, 453.70,-19.1, 6.28,-47.5,297.4, 22.1,        6483,    6.5, 453.70,-33.382385,153.130132,-19.1,   45.6,                  
        1050,     6489, 453.37,-19.2, 6.38,-47.4,297.3, 22.1,        6489,    5.7, 453.37,-33.382481,153.130343,-19.2,   45.6,                  
        1051,     6494, 453.05,-19.2, 6.44,-47.4,297.2, 22.1,        6494,    5.4, 453.05,-33.382571,153.130548,-19.2,   45.6,                  
        1052,     6500, 452.72,-19.3, 6.50,-47.4,297.1, 22.1,        6499,    5.3, 452.72,-33.382656,153.130748,-19.3,   45.6,                  
        1053,     6505, 452.38,-19.3, 6.54,-47.3,297.0, 22.1,        6505,    5.4, 452.38,-33.382739,153.130945,-19.3,   45.6,                  
        1054,     6510, 452.04,-19.4, 6.59,-47.3,297.0, 22.1,        6510,    5.5, 452.04,-33.382820,153.131146,-19.4,   45.6,                  
        1055,     6516, 451.70,-19.4, 6.65,-47.3,296.9, 22.1,        6516,    5.8, 451.70,-33.382901,153.131354,-19.4,   45.6,                  
        1056,     6523, 451.32,-19.5, 6.72,-47.2,296.9, 22.1,        6522,    6.3, 451.32,-33.382983,153.131568,-19.5,   45.6,                  
        1057,     6530, 450.90,-19.6, 6.80,-47.2,296.9, 22.2,        6529,    7.0, 450.90,-33.383065,153.131789,-19.5,   45.6,                  
        1058,     6537, 450.41,-19.7, 6.87,-47.1,296.9, 22.2,        6537,    7.7, 450.41,-33.383148,153.132016,-19.6,   45.6,                  
        1059,     6545, 449.90,-19.7, 6.92,-47.1,296.9, 22.2,        6545,    8.1, 449.90,-33.383234,153.132247,-19.7,   45.5,                  
        1060,     6554, 449.43,-19.8, 6.96,-47.2,297.0, 22.2,        6554,    8.3, 449.43,-33.383322,153.132475,-19.8,   45.5,                  
        1061,     6562, 448.93,-19.9, 7.01,-47.2,297.0, 22.2,        6562,    8.4, 448.93,-33.383408,153.132693,-19.9,   45.5,                  
        1062,     6570, 448.38,-20.0, 7.06,-47.1,297.1, 22.2,        6571,    8.2, 448.38,-33.383494,153.132898,-20.0,   45.6,                  
        1063,     6578, 447.91,-20.0, 7.09,-47.2,297.2, 22.2,        6578,    7.6, 447.91,-33.383579,153.133093,-20.0,   45.6,                  
        1064,     6585, 447.54,-20.1, 7.08,-47.2,297.3, 22.2,        6585,    7.1, 447.54,-33.383666,153.133290,-20.1,   45.6,                  
        1065,     6592, 447.13,-20.2, 7.11,-47.2,297.4, 22.2,        6592,    7.2, 447.13,-33.383759,153.133497,-20.2,   45.6,                  
        1066,     6600, 446.65,-20.3, 7.18,-47.2,297.5, 22.3,        6600,    7.6, 446.65,-33.383861,153.133718,-20.3,   45.6,                  
        1067,     6608, 446.14,-20.4, 7.27,-47.2,297.6, 22.3,        6608,    7.8, 446.14,-33.383973,153.133946,-20.3,   45.5,                  
        1068,     6615, 445.68,-20.4, 7.33,-47.2,297.7, 22.3,        6615,    7.4, 445.68,-33.384090,153.134175,-20.4,   45.6,                  
        1069,     6622, 445.30,-20.5, 7.35,-47.2,297.8, 22.3,        6622,    6.5, 445.30,-33.384205,153.134397,-20.4,   45.6,                  
        1070,     6627, 444.98,-20.5, 7.32,-47.2,297.9, 22.3,        6627,    5.6, 444.98,-33.384311,153.134608,-20.5,   45.6,                  
        1071,     6632, 444.67,-20.5, 7.30,-47.3,298.0, 22.3,        6632,    4.9, 444.67,-33.384403,153.134810,-20.5,   45.6,                  
        1072,     6637, 444.40,-20.6, 7.32,-47.3,298.2, 22.3,        6637,    4.7, 444.40,-33.384484,153.135007,-20.6,   45.6,                  
        1073,     6642, 444.12,-20.7, 7.40,-47.2,298.3, 22.3,        6642,    5.1, 444.12,-33.384561,153.135205,-20.6,   45.6,                  
        1074,     6648, 443.77,-20.7, 7.49,-47.2,298.4, 22.3,        6648,    6.1, 443.77,-33.384639,153.135408,-20.7,   45.6,                  
        1075,     6655, 443.32,-20.8, 7.56,-47.2,298.5, 22.3,        6655,    7.2, 443.32,-33.384723,153.135618,-20.8,   45.6,                  
        1076,     6663, 442.81,-20.9, 7.62,-47.2,298.6, 22.3,        6663,    7.9, 442.81,-33.384814,153.135833,-20.9,   45.6,                  
        1077,     6671, 442.31,-21.0, 7.67,-47.2,298.8, 22.4,        6671,    7.8, 442.31,-33.384914,153.136054,-20.9,   45.6,                  
        1078,     6678, 441.91,-21.0, 7.68,-47.2,298.9, 22.4,        6678,    6.9, 441.91,-33.385020,153.136278,-21.0,   45.6,                  
        1079,     6684, 441.59,-21.1, 7.68,-47.2,299.0, 22.4,        6684,    5.8, 441.59,-33.385129,153.136498,-21.0,   45.6,                  
        1080,     6689, 441.30,-21.1, 7.66,-47.3,299.1, 22.4,        6689,    5.0, 441.30,-33.385238,153.136709,-21.1,   45.6,                  
        1081,     6693, 441.02,-21.1, 7.66,-47.3,299.2, 22.5,        6693,    4.5, 441.02,-33.385342,153.136911,-21.1,   45.6,                  
        1082,     6698, 440.76,-21.2, 7.67,-47.4,299.2, 22.5,        6698,    4.3, 440.76,-33.385437,153.137107,-21.2,   45.6,                  
        1083,     6702, 440.51,-21.2, 7.69,-47.4,299.3, 22.5,        6702,    4.4, 440.51,-33.385527,153.137299,-21.2,   45.6,                  
        1084,     6707, 440.25,-21.3, 7.74,-47.3,299.4, 22.6,        6706,    4.7, 440.25,-33.385614,153.137494,-21.3,   45.6,                  
        1085,     6712, 439.92,-21.3, 7.81,-47.3,299.5, 22.6,        6712,    5.0, 439.92,-33.385705,153.137696,-21.3,   45.6,                  
        1086,     6717, 439.59,-21.4, 7.89,-47.3,299.5, 22.7,        6717,    5.1, 439.59,-33.385801,153.137904,-21.4,   45.6,                  
        1087,     6722, 439.31,-21.4, 7.96,-47.2,299.6, 22.7,        6722,    4.9, 439.31,-33.385903,153.138114,-21.4,   45.6,                  
        1088,     6726, 439.05,-21.5, 8.04,-47.2,299.6, 22.8,        6726,    4.7, 439.05,-33.386009,153.138323,-21.5,   45.6,                  
        1089,     6731, 438.76,-21.5, 8.12,-47.1,299.7, 22.8,        6731,    4.9, 438.76,-33.386114,153.138530,-21.5,   45.6,                  
        1090,     6737, 438.44,-21.6, 8.20,-47.1,299.7, 22.9,        6736,    5.3, 438.44,-33.386215,153.138737,-21.6,   45.6,                  
        1091,     6743, 438.10,-21.6, 8.30,-47.0,299.7, 22.9,        6742,    5.9, 438.10,-33.386314,153.138946,-21.6,   45.6,                  
        1092,     6749, 437.71,-21.7, 8.39,-46.9,299.7, 23.0,        6749,    6.4, 437.71,-33.386411,153.139160,-21.7,   45.6,                  
        1093,     6756, 437.30,-21.8, 8.47,-46.9,299.7, 23.0,        6756,    6.6, 437.30,-33.386510,153.139374,-21.7,   45.6,                  
        1094,     6762, 436.92,-21.8, 8.55,-46.9,299.7, 23.1,        6762,    6.3, 436.92,-33.386616,153.139589,-21.8,   45.6,                  
        1095,     6768, 436.58,-21.9, 8.65,-46.8,299.7, 23.1,        6768,    5.7, 436.58,-33.386728,153.139805,-21.8,   45.6,                  
        1096,     6772, 436.30,-21.9, 8.72,-46.8,299.7, 23.2,        6773,    4.9, 436.30,-33.386848,153.140024,-21.9,   45.6,                  
        1097,     6777, 436.04,-21.9, 8.78,-46.7,299.7, 23.2,        6777,    4.3, 436.04,-33.386972,153.140251,-21.9,   45.6,                  
        1098,     6781, 435.82,-22.0, 8.80,-46.7,299.6, 23.3,        6781,    3.8, 435.82,-33.387096,153.140485,-22.0,   45.6,                  
        1099,     6784, 435.61,-22.0, 8.81,-46.8,299.6, 23.3,        6784,    3.7, 435.61,-33.387216,153.140723,-22.0,   45.6,                  
        1100,     6788, 435.36,-22.1, 8.84,-46.7,299.5, 23.4,        6788,    3.9, 435.36,-33.387329,153.140963,-22.0,   45.6,                  
        1101,     6793, 435.12,-22.1, 8.93,-46.7,299.4, 23.4,        6792,    4.4, 435.12,-33.387434,153.141199,-22.1,   45.6,                  
        1102,     6798, 434.82,-22.2, 9.05,-46.6,299.4, 23.4,        6798,    5.4, 434.82,-33.387533,153.141429,-22.1,   45.6,                  
        1103,     6805, 434.43,-22.2, 9.22,-46.5,299.3, 23.5,        6804,    6.5, 434.43,-33.387629,153.141654,-22.2,   45.6,                  
        1104,     6812, 433.97,-22.3, 9.38,-46.4,299.2, 23.5,        6812,    7.5, 433.97,-33.387726,153.141872,-22.3,   45.6,                  
        1105,     6820, 433.47,-22.4, 9.50,-46.4,299.1, 23.5,        6820,    7.9, 433.47,-33.387824,153.142084,-22.4,   45.6,                  
        1106,     6828, 432.99,-22.5, 9.61,-46.3,299.1, 23.6,        6828,    7.8, 432.99,-33.387924,153.142292,-22.4,   45.6,                  
        1107,     6835, 432.59,-22.5, 9.72,-46.3,299.0, 23.6,        6835,    7.4, 432.59,-33.388024,153.142499,-22.5,   45.6,                  
        1108,     6843, 432.19,-22.6, 9.90,-46.2,298.9, 23.6,        6842,    7.6, 432.19,-33.388121,153.142707,-22.6,   45.6,                  
        1109,     6851, 431.71,-22.7,10.28,-45.9,298.8, 23.6,        6851,    8.2, 431.71,-33.388212,153.142913,-22.6,   45.6,                  
        1110,     6860, 431.15,-22.8,10.85,-45.4,298.8, 23.6,        6860,    8.8, 431.15,-33.388301,153.143115,-22.7,   45.6,                  
        1111,     6869, 430.59,-22.8,11.51,-45.0,298.7, 23.6,        6869,    8.8, 430.59,-33.388392,153.143311,-22.8,   45.7,                  
        1112,     6877, 430.12,-22.9,12.06,-44.6,298.7, 23.6,        6877,    8.0, 430.12,-33.388489,153.143507,-22.9,   45.7,                  
        1113,     6884, 429.75,-22.9,12.40,-44.4,298.6, 23.6,        6884,    7.1, 429.75,-33.388594,153.143712,-22.9,   45.7,                  
        1114,     6890, 429.40,-23.0,12.72,-44.2,298.6, 23.5,        6890,    6.4, 429.40,-33.388705,153.143933,-23.0,   45.7,                  
        1115,     6896, 429.02,-23.1,13.05,-44.0,298.6, 23.5,        6896,    6.0, 429.02,-33.388818,153.144173,-23.1,   45.7,                  
        1116,     6902, 428.67,-23.2,13.24,-43.9,298.6, 23.5,        6902,    5.5, 428.67,-33.388929,153.144427,-23.1,   45.7,                  
        1117,     6906, 428.39,-23.2,13.45,-43.8,298.6, 23.5,        6907,    4.8, 428.39,-33.389035,153.144686,-23.2,   45.7,                  
        1118,     6910, 428.18,-23.2,13.75,-43.6,298.7, 23.4,        6911,    4.1, 428.18,-33.389137,153.144947,-23.2,   45.7,                  
        1119,     6914, 427.97,-23.3,14.07,-43.5,298.7, 23.4,        6914,    3.7, 427.97,-33.389239,153.145208,-23.2,   45.7,                  
        1120,     6918, 427.74,-23.3,14.24,-43.3,298.8, 23.3,        6918,    3.7, 427.74,-33.389340,153.145465,-23.2,   45.7,                  
        1121,     6922, 427.52,-23.3,14.24,-43.4,298.9, 23.3,        6922,    3.8, 427.52,-33.389443,153.145713,-23.3,   45.7,                  
        1122,     6926, 427.29,-23.3,14.20,-43.4,299.0, 23.3,        6926,    3.9, 427.29,-33.389547,153.145948,-23.3,   45.7,                  
        1123,     6930, 427.03,-23.4,14.17,-43.5,299.1, 23.2,        6930,    4.2, 427.03,-33.389651,153.146167,-23.3,   45.7,                  
        1124,     6934, 426.78,-23.4,14.19,-43.5,299.3, 23.2,        6934,    4.5, 426.78,-33.389753,153.146371,-23.4,   45.7,                  
        1125,     6939, 426.50,-23.5,14.30,-43.5,299.4, 23.1,        6939,    5.1, 426.50,-33.389851,153.146567,-23.4,   45.7,                  
        1126,     6945, 426.15,-23.6,14.54,-43.4,299.6, 23.1,        6945,    6.0, 426.15,-33.389944,153.146764,-23.5,   45.7,                  
        1127,     6952, 425.74,-23.6,14.82,-43.3,299.8, 23.0,        6952,    6.7, 425.74,-33.390035,153.146963,-23.6,   45.7,                  
        1128,     6959, 425.30,-23.7,14.98,-43.2,299.9, 23.0,        6959,    7.2, 425.30,-33.390126,153.147165,-23.7,   45.7,                  
        1129,     6967, 424.90,-23.7,14.98,-43.3,300.1, 23.0,        6967,    7.3, 424.90,-33.390218,153.147364,-23.7,   45.7,                  
        1130,     6974, 424.48,-23.8,14.87,-43.4,300.3, 22.9,        6974,    7.3, 424.48,-33.390309,153.147561,-23.8,   45.7,                  
        1131,     6981, 424.06,-23.9,14.78,-43.5,300.5, 22.9,        6981,    7.1, 424.06,-33.390398,153.147757,-23.8,   45.7,                  
        1132,     6988, 423.65,-23.9,14.74,-43.6,300.7, 22.8,        6988,    6.7, 423.65,-33.390487,153.147957,-23.9,   45.7,                  
        1133,     6994, 423.29,-24.0,14.69,-43.7,300.9, 22.8,        6994,    6.2, 423.29,-33.390580,153.148162,-24.0,   45.7,                  
        1134,     7000, 422.99,-24.0,14.61,-43.8,301.0, 22.8,        7000,    5.8, 422.99,-33.390683,153.148373,-24.0,   45.7,                  
        1135,     7005, 422.67,-24.1,14.50,-43.9,301.2, 22.7,        7005,    5.7, 422.67,-33.390797,153.148582,-24.1,   45.7,                  
        1136,     7011, 422.31,-24.2,14.38,-44.0,301.3, 22.7,        7011,    5.9, 422.31,-33.390918,153.148787,-24.1,   45.8,                  
