Elapsed time,HeightMSL,      P, Temp,   RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,    %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
         182,      945, 906.24, 12.1,51.42,  2.4,305.1, 13.6,         946,    4.3, 906.24,-34.057154,154.353920, 13.0,   20.3,                  
         183,      949, 905.85, 12.1,51.66,  2.5,305.2, 13.5,         949,    3.6, 905.85,-34.057221,154.354047, 13.0,   20.4,TU                
         184,      952, 905.58, 12.1,51.95,  2.6,305.2, 13.4,         952,    3.1, 905.58,-34.057283,154.354176, 13.0,   20.4,                  
         185,      955, 905.27, 12.1,52.21,  2.6,305.2, 13.3,         955,    3.2, 905.27,-34.057340,154.354306, 13.0,   20.4,                  
         186,      959, 904.88, 12.1,52.48,  2.7,305.2, 13.2,         959,    3.7, 904.88,-34.057393,154.354435, 13.0,   20.4,                  
         187,      963, 904.35, 12.0,52.59,  2.7,305.2, 13.0,         963,    4.4, 904.35,-34.057446,154.354560, 12.9,   20.4,                  
         188,      968, 903.79, 12.0,52.43,  2.6,305.2, 12.9,         968,    4.7, 903.79,-34.057502,154.354679, 12.9,   20.4,                  
         189,      972, 903.33, 12.0,51.93,  2.5,305.2, 12.7,         973,    4.4, 903.33,-34.057565,154.354789, 12.9,   20.5,                  
         190,      977, 902.95, 12.1,51.40,  2.4,305.2, 12.6,         977,    4.2, 902.95,-34.057636,154.354890, 12.9,   20.5,                  
         191,      981, 902.46, 12.1,51.05,  2.3,305.2, 12.4,         981,    4.1, 902.46,-34.057714,154.354986, 12.9,   20.6,                  
         192,      985, 902.00, 12.1,50.87,  2.2,305.2, 12.3,         985,    4.1, 902.00,-34.057796,154.355079, 12.9,   20.6,                  
         193,      989, 901.58, 12.1,50.67,  2.2,305.1, 12.1,         989,    4.2, 901.58,-34.057876,154.355173, 12.9,   20.7,                  
         194,      993, 901.10, 12.1,50.42,  2.1,305.1, 12.0,         993,    4.4, 901.10,-34.057950,154.355271, 12.9,   20.7,                  
         195,      998, 900.58, 12.1,50.21,  2.0,305.0, 11.9,         998,    4.8, 900.58,-34.058018,154.355373, 12.9,   20.8,                  
         196,     1004, 900.05, 12.0,50.13,  2.0,304.9, 11.7,        1003,    5.4, 900.05,-34.058079,154.355479, 12.9,   20.8,                  
         197,     1010, 899.40, 12.0,50.28,  2.0,304.8, 11.6,        1009,    6.2, 899.40,-34.058138,154.355584, 12.9,   20.8,                  
         198,     1017, 898.65, 11.9,50.63,  2.0,304.7, 11.5,        1017,    6.9, 898.65,-34.058195,154.355685, 12.8,   20.8,                  
         199,     1024, 897.82, 11.9,51.03,  2.1,304.5, 11.3,        1024,    7.0, 897.82,-34.058251,154.355778, 12.7,   20.8,                  
         200,     1030, 897.08, 11.8,51.21,  2.0,304.4, 11.2,        1030,    6.4, 897.08,-34.058304,154.355866, 12.6,   20.8,                  
         201,     1036, 896.55, 11.7,50.88,  1.9,304.2, 11.1,        1036,    5.5, 896.55,-34.058354,154.355953, 12.6,   20.8,                  
         202,     1040, 896.09, 11.7,50.20,  1.7,304.0, 11.0,        1040,    4.9, 896.09,-34.058406,154.356042, 12.6,   20.8,                  
         203,     1045, 895.57, 11.7,49.77,  1.6,303.8, 11.0,        1045,    4.8, 895.57,-34.058464,154.356134, 12.6,   20.9,                  
         204,     1050, 895.00, 11.7,49.72,  1.6,303.6, 10.9,        1050,    5.1, 895.00,-34.058527,154.356225, 12.5,   20.9,                  
         205,     1056, 894.42, 11.7,49.85,  1.6,303.5, 10.8,        1056,    5.3, 894.42,-34.058591,154.356313, 12.5,   21.0,                  
         206,     1061, 893.85, 11.6,50.06,  1.6,303.3, 10.8,        1061,    5.5, 893.85,-34.058650,154.356398, 12.5,   20.9,                  
         207,     1067, 893.25, 11.6,50.27,  1.6,303.1, 10.7,        1067,    5.7, 893.25,-34.058702,154.356482, 12.4,   20.9,                  
         208,     1073, 892.61, 11.5,50.29,  1.6,303.0, 10.7,        1073,    5.8, 892.61,-34.058745,154.356571, 12.4,   21.0,                  
         209,     1078, 892.02, 11.5,50.16,  1.5,302.8, 10.7,        1078,    5.7, 892.02,-34.058782,154.356666, 12.3,   21.0,                  
         210,     1084, 891.40, 11.5,50.09,  1.5,302.7, 10.7,        1084,    5.5, 891.40,-34.058814,154.356763, 12.3,   21.0,                  
         211,     1089, 890.85, 11.5,50.05,  1.4,302.6, 10.7,        1089,    5.0, 890.85,-34.058844,154.356862, 12.3,   21.1,                  
         212,     1093, 890.45, 11.4,49.94,  1.4,302.5, 10.7,        1093,    4.4, 890.45,-34.058874,154.356962, 12.2,   21.1,                  
         213,     1097, 889.98, 11.4,49.87,  1.3,302.5, 10.7,        1097,    4.0, 889.98,-34.058904,154.357064, 12.2,   21.1,                  
         214,     1101, 889.54, 11.4,49.78,  1.3,302.4, 10.7,        1101,    3.6, 889.54,-34.058937,154.357168, 12.2,   21.1,                  
         215,     1104, 889.29, 11.3,49.64,  1.2,302.4, 10.7,        1104,    3.3, 889.29,-34.058975,154.357274, 12.1,   21.1,                  
         216,     1108, 888.93, 11.3,49.66,  1.2,302.4, 10.7,        1107,    3.4, 888.93,-34.059022,154.357379, 12.1,   21.1,                  
         217,     1111, 888.51, 11.3,49.86,  1.2,302.3, 10.7,        1111,    3.8, 888.51,-34.059078,154.357482, 12.1,   21.1,                  
         218,     1115, 888.03, 11.2,50.19,  1.3,302.3, 10.7,        1115,    4.1, 888.03,-34.059139,154.357586, 12.0,   21.1,                  
         219,     1120, 887.58, 11.2,50.50,  1.3,302.3, 10.7,        1120,    4.3, 887.58,-34.059202,154.357693, 12.0,   21.1,                  
         220,     1124, 887.16, 11.1,50.68,  1.3,302.3, 10.8,        1124,    4.6, 887.16,-34.059264,154.357804, 11.9,   21.1,                  
         221,     1129, 886.62, 11.1,50.70,  1.3,302.2, 10.8,        1129,    5.2, 886.62,-34.059327,154.357916, 11.9,   21.1,                  
         222,     1135, 885.99, 11.1,50.63,  1.2,302.1, 10.8,        1135,    5.4, 885.99,-34.059390,154.358025, 11.9,   21.1,                  
         223,     1140, 885.36, 11.0,50.62,  1.2,302.1, 10.8,        1140,    5.1, 885.36,-34.059454,154.358128, 11.8,   21.1,                  
         224,     1144, 884.91, 11.0,50.64,  1.1,301.9, 10.8,        1144,    4.0, 884.91,-34.059518,154.358221, 11.8,   21.1,                  
         225,     1147, 884.69, 10.9,50.62,  1.1,301.8, 10.8,        1147,    3.1, 884.69,-34.059581,154.358306, 11.8,   21.1,                  
         226,     1150, 884.44, 10.9,50.65,  1.1,301.6, 10.8,        1150,    3.2, 884.44,-34.059645,154.358384, 11.7,   21.1,                  
         227,     1155, 883.97, 10.9,50.81,  1.1,301.3, 10.8,        1154,    4.4, 883.97,-34.059711,154.358459, 11.7,   21.1,                  
         228,     1161, 883.30, 10.8,51.04,  1.1,301.1, 10.8,        1160,    5.8, 883.30,-34.059777,154.358538, 11.7,   21.1,                  
         229,     1167, 882.52, 10.8,51.15,  1.1,300.7, 10.8,        1167,    6.8, 882.52,-34.059839,154.358625, 11.6,   21.2,                  
         230,     1174, 881.77, 10.7,51.17,  1.0,300.4, 10.7,        1175,    7.0, 881.77,-34.059896,154.358722, 11.5,   21.1,                  
         231,     1181, 881.09, 10.6,51.27,  1.0,300.0, 10.7,        1181,    6.4, 881.09,-34.059948,154.358830, 11.4,   21.1,                  
         232,     1186, 880.47, 10.6,51.27,  0.9,299.5, 10.7,        1187,    5.5, 880.47,-34.059995,154.358948, 11.4,   21.1,                  
         233,     1191, 880.02, 10.5,51.21,  0.9,299.0, 10.7,        1191,    4.6, 880.02,-34.060042,154.359070, 11.3,   21.1,                  
         234,     1195, 879.69, 10.5,51.28,  0.9,298.5, 10.6,        1195,    4.2, 879.69,-34.060089,154.359191, 11.3,   21.1,                  
         235,     1200, 879.18, 10.4,51.40,  0.9,297.9, 10.6,        1199,    4.4, 879.18,-34.060137,154.359303, 11.2,   21.1,                  
         236,     1204, 878.60, 10.4,51.48,  0.8,297.3, 10.6,        1204,    4.9, 878.60,-34.060183,154.359404, 11.2,   21.1,                  
         237,     1209, 878.09, 10.4,51.55,  0.8,296.6, 10.5,        1209,    5.0, 878.09,-34.060225,154.359494, 11.2,   21.2,                  
         238,     1215, 877.57, 10.3,51.66,  0.9,295.9, 10.5,        1215,    5.1, 877.57,-34.060260,154.359580, 11.2,   21.2,                  
         239,     1220, 877.03, 10.3,51.74,  0.8,295.3, 10.5,        1220,    5.0, 877.03,-34.060290,154.359668, 11.1,   21.2,                  
         240,     1224, 876.49, 10.3,51.61,  0.8,294.6, 10.4,        1225,    4.8, 876.49,-34.060318,154.359760, 11.1,   21.2,                  
         241,     1229, 876.04, 10.3,51.34,  0.7,293.9, 10.4,        1229,    4.4, 876.04,-34.060348,154.359861, 11.1,   21.2,                  
         242,     1233, 875.62, 10.3,51.08,  0.6,293.1, 10.4,        1233,    4.1, 875.62,-34.060383,154.359969, 11.0,   21.3,                  
         243,     1237, 875.22, 10.2,50.94,  0.5,292.4, 10.4,        1237,    3.9, 875.22,-34.060422,154.360085, 11.0,   21.3,                  
         244,     1241, 874.80, 10.2,50.85,  0.5,291.8, 10.4,        1241,    4.1, 874.80,-34.060462,154.360207, 11.0,   21.3,                  
         245,     1245, 874.34, 10.2,50.44,  0.4,291.1, 10.4,        1245,    4.5, 874.34,-34.060501,154.360330, 11.0,   21.3,                  
         246,     1250, 873.80, 10.2,49.51,  0.1,290.4, 10.4,        1250,    5.0, 873.80,-34.060534,154.360447, 11.0,   21.4,                  
         247,     1256, 873.23, 10.2,48.32, -0.2,289.8, 10.4,        1256,    5.5, 873.23,-34.060559,154.360556, 11.0,   21.5,                  
         248,     1262, 872.61, 10.3,46.80, -0.6,289.2, 10.4,        1262,    5.8, 872.61,-34.060578,154.360656, 11.0,   21.6,                  
         249,     1267, 871.98, 10.4,44.68, -1.1,288.6, 10.5,        1268,    5.8, 871.98,-34.060594,154.360750, 11.1,   21.7,                  
         250,     1273, 871.38, 10.5,42.05, -1.8,288.0, 10.5,        1273,    5.4, 871.38,-34.060611,154.360839, 11.1,   21.9,                  
         251,     1277, 870.90, 10.6,39.81, -2.5,287.5, 10.5,        1278,    4.7, 870.90,-34.060631,154.360924, 11.2,   22.1,                  
         252,     1282, 870.51, 10.7,38.26, -2.9,287.0, 10.6,        1282,    4.2, 870.51,-34.060656,154.361008, 11.3,   22.2,                  
         253,     1286, 870.10, 10.7,37.05, -3.3,286.5, 10.6,        1286,    4.3, 870.10,-34.060685,154.361093, 11.3,   22.3,                  
         254,     1291, 869.60, 10.8,36.46, -3.5,286.0, 10.7,        1290,    4.9, 869.60,-34.060716,154.361184, 11.4,   22.4,                  
         255,     1297, 869.02, 10.8,36.52, -3.4,285.6, 10.8,        1296,    5.8, 869.02,-34.060746,154.361285, 11.4,   22.5,                  
         256,     1303, 868.27, 10.8,36.69, -3.4,285.2, 10.8,        1303,    6.4, 868.27,-34.060770,154.361397, 11.4,   22.6,                  
         257,     1309, 867.55, 10.8,36.61, -3.4,284.8, 10.9,        1310,    6.2, 867.55,-34.060788,154.361519, 11.4,   22.7,                  
         258,     1314, 867.04, 10.9,36.25, -3.5,284.4, 11.0,        1315,    5.1, 867.04,-34.060805,154.361649, 11.5,   22.7,                  
         259,     1318, 866.67, 10.9,35.72, -3.7,284.1, 11.1,        1319,    4.0, 866.67,-34.060824,154.361785, 11.5,   22.8,                  
         260,     1321, 866.36, 10.9,35.14, -3.8,283.8, 11.2,        1322,    3.2, 866.36,-34.060848,154.361924, 11.5,   22.9,                  
         261,     1324, 866.09, 11.0,34.57, -4.0,283.4, 11.3,        1324,    3.0, 866.09,-34.060879,154.362062, 11.6,   23.0,                  
         262,     1328, 865.70, 11.1,34.20, -4.1,283.1, 11.4,        1328,    3.3, 865.70,-34.060915,154.362194, 11.7,   23.1,                  
         263,     1332, 865.31, 11.1,34.12, -4.1,282.8, 11.5,        1331,    3.8, 865.31,-34.060949,154.362318, 11.7,   23.2,                  
         264,     1336, 864.90, 11.1,34.33, -4.0,282.6, 11.6,        1336,    4.4, 864.90,-34.060977,154.362435, 11.7,   23.2,                  
         265,     1341, 864.36, 11.1,34.60, -3.9,282.3, 11.6,        1341,    5.0, 864.36,-34.060997,154.362547, 11.7,   23.3,                  
         266,     1346, 863.75, 11.1,34.78, -3.9,282.1, 11.7,        1346,    5.3, 863.75,-34.061010,154.362662, 11.7,   23.3,                  
         267,     1351, 863.19, 11.0,34.80, -3.9,281.8, 11.8,        1352,    5.1, 863.19,-34.061023,154.362782, 11.6,   23.3,                  
         268,     1356, 862.74, 11.0,34.69, -4.0,281.6, 11.9,        1356,    4.5, 862.74,-34.061037,154.362907, 11.6,   23.3,                  
         269,     1360, 862.35, 11.0,34.63, -4.0,281.4, 12.0,        1360,    4.0, 862.35,-34.061056,154.363032, 11.5,   23.3,                  
         270,     1364, 861.99, 10.9,34.76, -4.0,281.2, 12.0,        1364,    4.1, 861.99,-34.061076,154.363155, 11.5,   23.3,                  
         271,     1369, 861.49, 10.9,35.00, -3.9,281.0, 12.1,        1369,    4.9, 861.49,-34.061096,154.363273, 11.5,   23.3,                  
         272,     1375, 860.89, 10.9,35.24, -3.9,280.9, 12.2,        1375,    5.9, 860.89,-34.061118,154.363390, 11.4,   23.3,  d v             
         273,     1381, 860.12, 10.8,35.38, -3.8,280.8, 12.2,        1381,    6.5, 860.12,-34.061142,154.363513, 11.4,   23.4,                  
         274,     1388, 859.43, 10.8,35.39, -3.9,280.6, 12.2,        1388,    6.4, 859.43,-34.061166,154.363645, 11.4,   23.4,                  
         275,     1393, 858.87, 10.8,35.38, -3.9,280.6, 12.3,        1394,    5.8, 858.87,-34.061190,154.363789, 11.4,   23.5,                  
         276,     1399, 858.40, 10.8,35.40, -3.9,280.5, 12.3,        1399,    5.5, 858.40,-34.061216,154.363942, 11.3,   23.5,                  
         277,     1404, 857.87, 10.7,35.36, -4.0,280.5, 12.3,        1404,    5.5, 857.87,-34.061242,154.364103, 11.3,   23.5,                  
         278,     1410, 857.17, 10.7,35.26, -4.0,280.5, 12.3,        1410,    5.6, 857.17,-34.061267,154.364266, 11.3,   23.5,                  
         279,     1415, 856.57, 10.7,35.09, -4.1,280.5, 12.3,        1415,    5.1, 856.57,-34.061287,154.364429, 11.2,   23.6,                  
         280,     1419, 856.19, 10.7,34.80, -4.2,280.6, 12.3,        1420,    4.3, 856.19,-34.061302,154.364586, 11.2,   23.6,                  
         281,     1423, 855.93, 10.7,34.48, -4.3,280.7, 12.3,        1423,    3.8, 855.93,-34.061315,154.364733, 11.2,   23.6,                  
         282,     1427, 855.48, 10.7,34.24, -4.4,280.8, 12.3,        1427,    4.2, 855.48,-34.061328,154.364870, 11.3,   23.7,                  
         283,     1432, 854.92, 10.7,34.18, -4.4,280.9, 12.3,        1432,    4.6, 854.92,-34.061342,154.364998, 11.3,   23.8,                  
         284,     1436, 854.42, 10.7,34.22, -4.4,281.1, 12.2,        1437,    4.5, 854.42,-34.061356,154.365119, 11.3,   23.9,                  
         285,     1441, 854.01, 10.8,34.24, -4.4,281.3, 12.2,        1441,    4.2, 854.01,-34.061368,154.365238, 11.3,   23.9,                  
         286,     1445, 853.67, 10.7,34.27, -4.4,281.5, 12.2,        1444,    3.9, 853.67,-34.061376,154.365355, 11.3,   23.9,                  
         287,     1449, 853.24, 10.7,34.41, -4.3,281.7, 12.2,        1449,    4.3, 853.24,-34.061384,154.365471, 11.3,   24.0,                  
         288,     1454, 852.70, 10.7,34.55, -4.3,281.9, 12.1,        1454,    5.0, 852.70,-34.061394,154.365585, 11.3,   24.0,                  
         289,     1460, 852.17, 10.7,34.59, -4.3,282.2, 12.1,        1459,    6.0, 852.17,-34.061409,154.365699, 11.2,   24.0,                  
         290,     1467, 851.43, 10.7,34.53, -4.3,282.5, 12.1,        1467,    6.8, 851.43,-34.061431,154.365817, 11.2,   24.1,                  
         291,     1473, 850.60, 10.6,34.36, -4.4,282.7, 12.1,        1474,    6.9, 850.60,-34.061457,154.365940, 11.2,   24.1,                  
         292,     1479, 849.99, 10.6,34.09, -4.5,283.0, 12.1,        1480,    6.0, 849.99,-34.061485,154.366068, 11.2,   24.2,                  
         293,     1484, 849.58, 10.6,33.84, -4.6,283.2, 12.1,        1485,    4.8, 849.58,-34.061516,154.366198, 11.2,   24.2,                  
         294,     1488, 849.19, 10.6,33.71, -4.7,283.4, 12.1,        1488,    3.9, 849.19,-34.061552,154.366325, 11.2,   24.3,                  
         295,     1492, 848.85, 10.6,33.68, -4.7,283.6, 12.1,        1492,    3.5, 848.85,-34.061591,154.366448, 11.2,   24.3, U                
         296,     1495, 848.46, 10.6,33.71, -4.7,283.8, 12.1,        1495,    3.5, 848.46,-34.061632,154.366567, 11.2,   24.3,                  
         297,     1499, 848.09, 10.6,33.80, -4.7,284.0, 12.1,        1499,    3.6, 848.09,-34.061671,154.366683, 11.2,   24.3,                  
         298,     1503, 847.74, 10.6,33.90, -4.6,284.1, 12.2,        1503,    3.9, 847.74,-34.061707,154.366798, 11.2,   24.4,                  
         299,     1507, 847.29, 10.6,33.99, -4.6,284.2, 12.2,        1507,    4.1, 847.29,-34.061740,154.366916, 11.1,   24.4,                  
         300,     1511, 846.83, 10.6,34.02, -4.6,284.3, 12.3,        1511,    4.1, 846.83,-34.061770,154.367037, 11.1,   24.5,                  
         301,     1515, 846.43, 10.6,33.98, -4.6,284.3, 12.3,        1515,    4.0, 846.43,-34.061799,154.367160, 11.1,   24.5,                  
         302,     1519, 846.04, 10.6,33.96, -4.6,284.3, 12.4,        1519,    3.8, 846.04,-34.061826,154.367285, 11.1,   24.5,                  
         303,     1523, 845.68, 10.6,33.96, -4.6,284.3, 12.4,        1523,    4.0, 845.68,-34.061853,154.367410, 11.1,   24.6,                  
         304,     1527, 845.27, 10.6,34.02, -4.6,284.2, 12.5,        1527,    4.6, 845.27,-34.061881,154.367533, 11.1,   24.6,                  
         305,     1533, 844.63, 10.5,34.08, -4.6,284.1, 12.5,        1533,    5.7, 844.63,-34.061912,154.367656, 11.1,   24.6,                  
         306,     1540, 843.95, 10.5,34.02, -4.7,284.0, 12.6,        1539,    6.4, 843.95,-34.061944,154.367782, 11.1,   24.7,                  
         307,     1546, 843.26, 10.5,33.94, -4.7,283.9, 12.7,        1546,    6.9, 843.26,-34.061973,154.367913, 11.0,   24.7,                  
         308,     1553, 842.56, 10.5,33.93, -4.7,283.7, 12.7,        1553,    7.0, 842.56,-34.061999,154.368051, 11.0,   24.8,                  
