Elapsed time,HeightMSL,      P, Temp,    RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,     %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
        3482,    14611, 131.66,-54.8,  1.86,-83.4,274.3, 13.7,       14611,    4.2, 131.66,-33.558556,154.457033,-54.8,  117.7,                  
        3483,    14615, 131.57,-54.8,  1.87,-83.4,274.8, 13.7,       14615,    4.0, 131.57,-33.558574,154.457181,-54.8,  117.7,                  
        3484,    14619, 131.50,-54.8,  1.88,-83.4,275.1, 13.7,       14619,    3.8, 131.50,-33.558592,154.457329,-54.8,  117.7,                  
        3485,    14622, 131.43,-54.9,  1.89,-83.4,275.5, 13.7,       14622,    3.7, 131.43,-33.558609,154.457477,-54.9,  117.7,                  
        3486,    14626, 131.35,-54.9,  1.89,-83.4,275.9, 13.7,       14626,    3.8, 131.35,-33.558626,154.457622,-54.9,  117.7,                  
        3487,    14630, 131.26,-54.9,  1.90,-83.4,276.2, 13.7,       14630,    4.0, 131.26,-33.558645,154.457767,-54.9,  117.8,                  
        3488,    14634, 131.18,-54.9,  1.91,-83.4,276.5, 13.8,       14634,    4.1, 131.18,-33.558665,154.457911,-54.9,  117.8,                  
        3489,    14638, 131.10,-55.0,  1.91,-83.4,276.8, 13.8,       14638,    4.1, 131.10,-33.558684,154.458055,-55.0,  117.8,                  
        3490,    14642, 131.01,-55.0,  1.92,-83.4,277.1, 13.8,       14642,    3.9, 131.01,-33.558704,154.458198,-55.0,  117.8,                  
        3491,    14646, 130.94,-55.0,  1.92,-83.4,277.4, 13.9,       14646,    3.7, 130.94,-33.558723,154.458337,-55.0,  117.8,                  
        3492,    14649, 130.87,-55.0,  1.92,-83.4,277.6, 13.9,       14649,    3.5, 130.87,-33.558742,154.458474,-55.0,  117.9,                  
        3493,    14653, 130.80,-55.1,  1.92,-83.4,277.8, 14.0,       14653,    3.6, 130.80,-33.558758,154.458611,-55.1,  117.9,                  
        3494,    14657, 130.72,-55.1,  1.92,-83.5,278.0, 14.0,       14657,    3.8, 130.72,-33.558773,154.458752,-55.1,  117.9,                  
        3495,    14661, 130.63,-55.1,  1.92,-83.5,278.2, 14.1,       14661,    4.1, 130.63,-33.558788,154.458896,-55.1,  117.9,                  
        3496,    14665, 130.54,-55.1,  1.92,-83.5,278.3, 14.2,       14665,    4.2, 130.54,-33.558804,154.459043,-55.1,  118.0,                  
        3497,    14669, 130.46,-55.2,  1.92,-83.5,278.4, 14.3,       14669,    4.1, 130.46,-33.558822,154.459193,-55.2,  118.0,                  
        3498,    14673, 130.37,-55.2,  1.91,-83.5,278.5, 14.3,       14673,    4.0, 130.37,-33.558842,154.459350,-55.2,  118.1,                  
        3499,    14677, 130.30,-55.2,  1.91,-83.6,278.6, 14.4,       14677,    3.8, 130.30,-33.558864,154.459510,-55.2,  118.1,                  
        3500,    14681, 130.23,-55.2,  1.90,-83.6,278.7, 14.5,       14681,    3.8, 130.23,-33.558885,154.459672,-55.2,  118.1,                  
        3501,    14685, 130.15,-55.2,  1.90,-83.6,278.8, 14.6,       14685,    4.1, 130.15,-33.558907,154.459830,-55.2,  118.1,                  
        3502,    14689, 130.05,-55.3,  1.90,-83.7,278.8, 14.7,       14689,    4.4, 130.05,-33.558929,154.459983,-55.3,  118.2,                  
        3503,    14694, 129.96,-55.3,  1.89,-83.7,278.9, 14.7,       14694,    4.5, 129.96,-33.558951,154.460131,-55.3,  118.2,                  
        3504,    14698, 129.87,-55.3,  1.89,-83.7,278.9, 14.8,       14698,    4.3, 129.87,-33.558972,154.460278,-55.3,  118.2,                  
        3505,    14702, 129.79,-55.3,  1.89,-83.7,278.9, 14.9,       14702,    4.0, 129.79,-33.558995,154.460428,-55.3,  118.3,                  
        3506,    14706, 129.72,-55.4,  1.89,-83.8,278.9, 15.0,       14706,    4.0, 129.72,-33.559021,154.460581,-55.4,  118.3,                  
        3507,    14710, 129.63,-55.4,  1.89,-83.8,278.9, 15.1,       14710,    4.0, 129.63,-33.559047,154.460737,-55.4,  118.3,                  
        3508,    14714, 129.55,-55.4,  1.89,-83.8,278.9, 15.2,       14714,    4.1, 129.55,-33.559073,154.460897,-55.4,  118.3,                  
        3509,    14718, 129.46,-55.4,  1.89,-83.8,278.9, 15.3,       14718,    4.1, 129.46,-33.559099,154.461063,-55.4,  118.4,                  
        3510,    14722, 129.38,-55.4,  1.89,-83.8,278.9, 15.4,       14722,    4.0, 129.38,-33.559124,154.461235,-55.4,  118.4,                  
        3511,    14726, 129.31,-55.4,  1.89,-83.8,278.9, 15.5,       14726,    3.8, 129.31,-33.559147,154.461411,-55.4,  118.5,                  
        3512,    14730, 129.23,-55.5,  1.90,-83.8,278.9, 15.6,       14730,    3.8, 129.23,-33.559168,154.461586,-55.5,  118.5,                  
        3513,    14734, 129.15,-55.5,  1.90,-83.8,278.9, 15.7,       14734,    3.8, 129.15,-33.559186,154.461758,-55.5,  118.5,                  
        3514,    14738, 129.08,-55.5,  1.90,-83.9,278.8, 15.8,       14738,    4.0, 129.08,-33.559202,154.461926,-55.5,  118.5,                  
        3515,    14742, 128.99,-55.6,  1.90,-83.9,278.8, 15.8,       14742,    4.1, 128.99,-33.559218,154.462092,-55.6,  118.6,                  
        3516,    14746, 128.90,-55.6,  1.91,-83.9,278.8, 15.9,       14746,    4.1, 128.90,-33.559235,154.462257,-55.6,  118.6,                  
        3517,    14750, 128.82,-55.6,  1.91,-83.9,278.8, 16.0,       14750,    4.0, 128.82,-33.559255,154.462423,-55.6,  118.6,                  
        3518,    14754, 128.75,-55.6,  1.92,-83.8,278.8, 16.1,       14754,    3.8, 128.75,-33.559276,154.462590,-55.6,  118.6,                  
        3519,    14758, 128.67,-55.7,  1.93,-83.8,278.7, 16.2,       14758,    3.8, 128.67,-33.559300,154.462760,-55.6,  118.7,                  
        3520,    14762, 128.59,-55.7,  1.94,-83.8,278.7, 16.2,       14762,    4.0, 128.59,-33.559326,154.462935,-55.7,  118.7,                  
        3521,    14766, 128.50,-55.7,  1.95,-83.8,278.7, 16.3,       14766,    4.1, 128.50,-33.559353,154.463114,-55.7,  118.7,                  
        3522,    14770, 128.42,-55.7,  1.96,-83.8,278.7, 16.4,       14770,    4.2, 128.42,-33.559380,154.463297,-55.7,  118.7,                  
        3523,    14774, 128.33,-55.8,  1.96,-83.8,278.6, 16.5,       14774,    4.1, 128.33,-33.559405,154.463479,-55.8,  118.8,                  
        3524,    14778, 128.25,-55.8,  1.96,-83.8,278.6, 16.5,       14778,    4.1, 128.25,-33.559427,154.463659,-55.8,  118.8,                  
        3525,    14782, 128.17,-55.8,  1.97,-83.9,278.6, 16.6,       14782,    4.1, 128.17,-33.559448,154.463837,-55.8,  118.8,                  
        3526,    14786, 128.09,-55.8,  1.97,-83.9,278.5, 16.7,       14786,    4.1, 128.09,-33.559468,154.464015,-55.8,  118.8,                  
        3527,    14790, 128.00,-55.9,  1.97,-83.9,278.5, 16.8,       14790,    4.1, 128.00,-33.559490,154.464191,-55.9,  118.9,                  
        3528,    14794, 127.92,-55.9,  1.97,-83.9,278.5, 16.8,       14794,    4.1, 127.92,-33.559511,154.464364,-55.9,  118.9,                  
        3529,    14799, 127.85,-55.9,  1.98,-83.9,278.4, 16.9,       14798,    4.1, 127.85,-33.559533,154.464535,-55.9,  118.9,                  
        3530,    14803, 127.76,-55.9,  1.98,-83.9,278.4, 17.0,       14803,    4.3, 127.76,-33.559555,154.464707,-55.9,  119.0,                  
        3531,    14807, 127.67,-56.0,  1.99,-83.9,278.3, 17.1,       14807,    4.3, 127.67,-33.559579,154.464883,-56.0,  119.0,                  
        3532,    14811, 127.58,-56.0,  2.00,-83.9,278.3, 17.1,       14811,    4.1, 127.58,-33.559603,154.465063,-56.0,  119.0,                  
        3533,    14815, 127.51,-56.0,  2.02,-83.9,278.2, 17.2,       14815,    3.8, 127.51,-33.559628,154.465243,-56.0,  119.0,                  
        3534,    14818, 127.44,-56.0,  2.03,-83.8,278.1, 17.3,       14818,    3.6, 127.44,-33.559653,154.465423,-56.0,  119.0,                  
        3535,    14822, 127.37,-56.1,  2.04,-83.8,278.0, 17.4,       14822,    3.7, 127.37,-33.559681,154.465605,-56.1,  119.0,                  
