Elapsed time,HeightMSL,      P, Temp,    RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,     %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
        3742,    20031,  56.10,-57.0,  1.73,-85.5, 57.8,  8.5,       20031,    5.7,  56.10,-33.796400,155.527726,-57.0,  221.1,          Pi      
        3743,    20037,  56.05,-57.0,  1.72,-85.5, 58.2,  8.5,       20037,    5.6,  56.05,-33.796429,155.527644,-57.0,  221.2,                  
        3744,    20042,  56.00,-57.0,  1.72,-85.5, 58.5,  8.5,       20042,    5.5,  56.00,-33.796452,155.527561,-57.0,  221.3,          Pi      
        3745,    20048,  55.95,-57.0,  1.71,-85.6, 58.9,  8.5,       20048,    5.5,  55.95,-33.796470,155.527479,-57.0,  221.4,                  
        3746,    20053,  55.90,-57.0,  1.71,-85.6, 59.4,  8.5,       20053,    5.6,  55.90,-33.796488,155.527401,-57.0,  221.5,                  
        3747,    20059,  55.85,-57.0,  1.70,-85.6, 59.8,  8.4,       20059,    5.7,  55.85,-33.796507,155.527326,-57.0,  221.6,                  
        3748,    20065,  55.80,-57.0,  1.70,-85.6, 60.2,  8.4,       20065,    5.8,  55.80,-33.796524,155.527248,-57.0,  221.7,                  
        3749,    20071,  55.75,-57.0,  1.69,-85.6, 60.5,  8.4,       20071,    5.9,  55.75,-33.796542,155.527165,-57.0,  221.9,                  
        3750,    20077,  55.70,-57.0,  1.68,-85.7, 60.7,  8.4,       20077,    5.8,  55.70,-33.796563,155.527078,-57.0,  222.0,  d v             
        3751,    20082,  55.65,-57.0,  1.68,-85.7, 60.8,  8.4,       20082,    5.7,  55.65,-33.796590,155.526993,-57.0,  222.2,                  
        3752,    20088,  55.60,-56.9,  1.67,-85.6, 60.8,  8.4,       20088,    5.5,  55.60,-33.796624,155.526909,-56.9,  222.5,                  
        3753,    20093,  55.55,-56.9,  1.67,-85.6, 60.7,  8.4,       20093,    5.3,  55.55,-33.796665,155.526827,-56.9,  222.7,                  
        3754,    20098,  55.51,-56.8,  1.66,-85.6, 60.5,  8.4,       20098,    5.3,  55.51,-33.796709,155.526745,-56.8,  223.0,                  
        3755,    20104,  55.46,-56.7,  1.66,-85.6, 60.2,  8.3,       20104,    5.6,  55.46,-33.796752,155.526661,-56.7,  223.3,                  
        3756,    20110,  55.41,-56.7,  1.65,-85.5, 59.9,  8.3,       20110,    5.9,  55.41,-33.796792,155.526576,-56.7,  223.6,                  
        3757,    20116,  55.35,-56.6,  1.65,-85.5, 59.4,  8.3,       20116,    6.0,  55.35,-33.796831,155.526492,-56.6,  223.8,                  
        3758,    20122,  55.30,-56.6,  1.65,-85.5, 58.9,  8.3,       20122,    5.9,  55.30,-33.796869,155.526411,-56.6,  224.0,                  
        3759,    20128,  55.25,-56.6,  1.65,-85.5, 58.2,  8.2,       20128,    5.7,  55.25,-33.796906,155.526330,-56.6,  224.2,                  
        3760,    20133,  55.20,-56.6,  1.65,-85.5, 57.6,  8.2,       20133,    5.5,  55.20,-33.796941,155.526249,-56.6,  224.3,                  
        3761,    20138,  55.16,-56.6,  1.65,-85.5, 56.8,  8.2,       20138,    5.4,  55.16,-33.796973,155.526168,-56.6,  224.4,                  
        3762,    20144,  55.11,-56.6,  1.65,-85.5, 56.1,  8.1,       20144,    5.4,  55.11,-33.797004,155.526089,-56.6,  224.6,                  
        3763,    20149,  55.06,-56.6,  1.65,-85.5, 55.4,  8.1,       20149,    5.5,  55.06,-33.797039,155.526016,-56.6,  224.7,                  
        3764,    20155,  55.01,-56.6,  1.65,-85.5, 54.8,  8.1,       20155,    5.5,  55.01,-33.797077,155.525948,-56.6,  224.8,          PiTiUi  
        3765,    20160,  54.96,-56.6,  1.65,-85.5, 54.2,  8.0,       20160,    5.5,  54.96,-33.797120,155.525880,-56.6,  224.9,                  
        3766,    20166,  54.92,-56.6,  1.65,-85.5, 53.4,  8.0,       20166,    5.4,  54.92,-33.797165,155.525810,-56.6,  224.9,                  
        3767,    20171,  54.87,-56.7,  1.66,-85.5, 52.6,  7.9,       20171,    5.5,  54.87,-33.797214,155.525735,-56.7,  224.9,                  
        3768,    20177,  54.82,-56.7,  1.66,-85.5, 51.6,  7.9,       20177,    5.6,  54.82,-33.797266,155.525660,-56.7,  225.0,                  
        3769,    20182,  54.77,-56.7,  1.66,-85.6, 50.7,  7.8,       20182,    5.6,  54.77,-33.797322,155.525586,-56.7,  225.0,                  
        3770,    20188,  54.73,-56.8,  1.67,-85.6, 49.7,  7.8,       20188,    5.6,  54.73,-33.797379,155.525516,-56.8,  225.0,                  
        3771,    20194,  54.68,-56.8,  1.67,-85.6, 48.7,  7.7,       20194,    5.6,  54.68,-33.797434,155.525447,-56.8,  225.1,                  
        3772,    20199,  54.63,-56.9,  1.67,-85.6, 47.8,  7.6,       20199,    5.6,  54.63,-33.797486,155.525379,-56.9,  225.1,                  
        3773,    20205,  54.58,-56.9,  1.67,-85.6, 46.9,  7.6,       20205,    5.7,  54.58,-33.797534,155.525313,-56.9,  225.2,                  
        3774,    20211,  54.53,-56.9,  1.68,-85.6, 46.2,  7.5,       20211,    5.8,  54.53,-33.797581,155.525253,-56.9,  225.2,                  
        3775,    20217,  54.48,-56.9,  1.68,-85.6, 45.5,  7.5,       20217,    5.8,  54.48,-33.797626,155.525200,-56.9,  225.3,          Pi      
        3776,    20222,  54.43,-57.0,  1.68,-85.6, 45.0,  7.4,       20222,    5.7,  54.43,-33.797672,155.525151,-57.0,  225.4,                  
        3777,    20228,  54.38,-57.0,  1.68,-85.6, 44.3,  7.3,       20228,    5.5,  54.38,-33.797718,155.525103,-57.0,  225.5,                  
        3778,    20233,  54.34,-57.0,  1.69,-85.6, 43.6,  7.3,       20233,    5.5,  54.34,-33.797765,155.525057,-57.0,  225.6,                  
        3779,    20239,  54.29,-57.0,  1.69,-85.6, 42.8,  7.2,       20239,    5.6,  54.29,-33.797815,155.525014,-57.0,  225.7,                  
        3780,    20245,  54.24,-57.0,  1.69,-85.6, 42.1,  7.1,       20245,    5.7,  54.24,-33.797867,155.524975,-57.0,  225.8,                  
        3781,    20250,  54.19,-57.0,  1.69,-85.6, 41.5,  7.0,       20250,    5.7,  54.19,-33.797922,155.524938,-57.0,  225.9,                  
        3782,    20256,  54.14,-57.0,  1.69,-85.6, 41.0,  6.9,       20256,    5.8,  54.14,-33.797975,155.524903,-57.0,  226.0,                  
        3783,    20262,  54.09,-57.0,  1.69,-85.7, 40.5,  6.8,       20262,    5.8,  54.09,-33.798027,155.524867,-57.0,  226.2,                  
        3784,    20268,  54.04,-57.0,  1.69,-85.7, 40.1,  6.8,       20268,    5.8,  54.04,-33.798078,155.524832,-57.0,  226.3,                  
        3785,    20273,  53.99,-57.0,  1.69,-85.7, 39.8,  6.7,       20273,    5.6,  53.99,-33.798129,155.524798,-57.0,  226.4,                  
        3786,    20279,  53.95,-57.0,  1.69,-85.6, 39.5,  6.6,       20279,    5.4,  53.95,-33.798179,155.524760,-57.0,  226.5,                  
        3787,    20284,  53.90,-57.0,  1.69,-85.6, 39.4,  6.5,       20284,    5.3,  53.90,-33.798226,155.524716,-57.0,  226.7,                  
        3788,    20289,  53.86,-57.0,  1.70,-85.6, 39.3,  6.4,       20289,    5.4,  53.86,-33.798270,155.524669,-57.0,  226.9,                  
        3789,    20295,  53.81,-57.0,  1.70,-85.6, 39.3,  6.3,       20295,    5.5,  53.81,-33.798313,155.524622,-57.0,  227.1,                  
        3790,    20301,  53.76,-56.9,  1.70,-85.6, 39.4,  6.2,       20300,    5.6,  53.76,-33.798356,155.524577,-56.9,  227.2,  d v             
        3791,    20306,  53.71,-56.9,  1.70,-85.6, 39.5,  6.1,       20306,    5.7,  53.71,-33.798402,155.524534,-56.9,  227.4,                  
        3792,    20312,  53.66,-56.9,  1.70,-85.5, 39.8,  6.0,       20312,    5.8,  53.66,-33.798449,155.524492,-56.9,  227.6,                  
        3793,    20318,  53.61,-56.9,  1.70,-85.5, 40.1,  5.9,       20318,    5.9,  53.61,-33.798497,155.524448,-56.9,  227.8,                  
        3794,    20324,  53.56,-56.9,  1.70,-85.5, 40.6,  5.8,       20324,    5.8,  53.56,-33.798545,155.524405,-56.9,  227.9,                  
        3795,    20329,  53.52,-56.9,  1.70,-85.5, 41.1,  5.8,       20329,    5.6,  53.52,-33.798594,155.524363,-56.9,  228.1,                  
        3796,    20335,  53.47,-56.9,  1.70,-85.5, 41.7,  5.7,       20335,    5.4,  53.47,-33.798639,155.524322,-56.9,  228.1,                  
        3797,    20340,  53.43,-56.9,  1.70,-85.5, 42.3,  5.6,       20340,    5.3,  53.43,-33.798680,155.524280,-56.9,  228.2,                  
        3798,    20345,  53.38,-56.9,  1.70,-85.5, 43.1,  5.5,       20345,    5.4,  53.38,-33.798715,155.524237,-56.9,  228.3,                  
        3799,    20351,  53.34,-56.9,  1.70,-85.6, 43.9,  5.4,       20351,    5.5,  53.34,-33.798745,155.524197,-56.9,  228.4,                  
        3800,    20356,  53.29,-57.0,  1.70,-85.6, 44.8,  5.3,       20356,    5.6,  53.29,-33.798772,155.524162,-57.0,  228.4,                  
        3801,    20362,  53.24,-57.0,  1.70,-85.6, 45.7,  5.2,       20362,    5.6,  53.24,-33.798797,155.524131,-57.0,  228.5,                  
        3802,    20368,  53.19,-57.0,  1.70,-85.6, 46.7,  5.2,       20368,    5.7,  53.19,-33.798820,155.524103,-57.0,  228.6,                  
        3803,    20374,  53.15,-57.1,  1.70,-85.7, 47.8,  5.1,       20374,    5.8,  53.15,-33.798842,155.524075,-57.1,  228.6,                  
        3804,    20379,  53.10,-57.1,  1.70,-85.7, 48.9,  5.0,       20379,    5.8,  53.10,-33.798864,155.524047,-57.1,  228.7,                  
        3805,    20385,  53.05,-57.1,  1.70,-85.7, 50.0,  5.0,       20385,    5.8,  53.05,-33.798888,155.524022,-57.1,  228.7,                  
        3806,    20391,  53.00,-57.1,  1.70,-85.7, 51.0,  4.9,       20391,    5.7,  53.00,-33.798915,155.523999,-57.1,  228.8,                  
        3807,    20396,  52.95,-57.2,  1.70,-85.7, 51.8,  4.9,       20397,    5.7,  52.95,-33.798946,155.523973,-57.2,  228.9,          PiTiUi  
        3808,    20402,  52.91,-57.2,  1.70,-85.8, 52.7,  4.8,       20402,    5.6,  52.91,-33.798980,155.523940,-57.2,  229.0,                  
        3809,    20408,  52.86,-57.2,  1.70,-85.8, 53.8,  4.8,       20408,    5.5,  52.86,-33.799016,155.523894,-57.2,  229.1,                  
        3810,    20413,  52.82,-57.2,  1.70,-85.8, 55.0,  4.7,       20413,    5.3,  52.82,-33.799053,155.523838,-57.2,  229.2,                  
        3811,    20418,  52.77,-57.2,  1.70,-85.8, 56.3,  4.7,       20418,    5.2,  52.77,-33.799089,155.523775,-57.2,  229.3,                  
        3812,    20423,  52.73,-57.2,  1.70,-85.8, 57.7,  4.6,       20423,    5.2,  52.73,-33.799121,155.523711,-57.2,  229.5,                  
        3813,    20428,  52.69,-57.2,  1.70,-85.7, 58.8,  4.6,       20428,    5.2,  52.69,-33.799150,155.523648,-57.2,  229.6,                  
        3814,    20434,  52.64,-57.2,  1.70,-85.7, 59.8,  4.6,       20434,    5.3,  52.64,-33.799171,155.523586,-57.2,  229.8,          PiTiUi  
        3815,    20439,  52.60,-57.1,  1.69,-85.7, 60.6,  4.6,       20439,    5.4,  52.60,-33.799187,155.523527,-57.1,  229.9,                  
        3816,    20445,  52.55,-57.1,  1.69,-85.7, 61.5,  4.5,       20445,    5.5,  52.55,-33.799197,155.523475,-57.1,  230.1,                  
        3817,    20450,  52.50,-57.1,  1.69,-85.7, 62.4,  4.5,       20450,    5.6,  52.50,-33.799204,155.523431,-57.1,  230.3,          PiTiUi  
        3818,    20456,  52.46,-57.1,  1.69,-85.7, 63.3,  4.5,       20456,    5.8,  52.46,-33.799208,155.523393,-57.1,  230.4,                  
        3819,    20462,  52.41,-57.1,  1.69,-85.7, 64.3,  4.5,       20462,    6.0,  52.41,-33.799212,155.523357,-57.1,  230.6,                  
        3820,    20468,  52.36,-57.0,  1.69,-85.7, 65.5,  4.5,       20468,    6.0,  52.36,-33.799217,155.523322,-57.0,  230.8,                  
        3821,    20474,  52.31,-57.0,  1.68,-85.7, 66.7,  4.5,       20474,    5.9,  52.31,-33.799225,155.523286,-57.0,  230.9,                  
        3822,    20480,  52.26,-57.0,  1.68,-85.7, 67.8,  4.6,       20480,    5.7,  52.26,-33.799239,155.523251,-57.0,  231.1,                  
        3823,    20485,  52.22,-57.0,  1.67,-85.7, 68.9,  4.6,       20485,    5.5,  52.22,-33.799257,155.523218,-57.0,  231.2,                  
        3824,    20491,  52.17,-57.0,  1.67,-85.8, 69.8,  4.6,       20491,    5.3,  52.17,-33.799276,155.523182,-57.0,  231.3,                  
        3825,    20496,  52.13,-57.0,  1.66,-85.8, 70.7,  4.7,       20496,    5.3,  52.13,-33.799296,155.523142,-57.0,  231.4,                  
        3826,    20501,  52.09,-57.0,  1.66,-85.8, 71.4,  4.7,       20501,    5.3,  52.09,-33.799313,155.523101,-57.0,  231.6,                  
        3827,    20507,  52.04,-57.0,  1.65,-85.8, 72.0,  4.8,       20507,    5.5,  52.04,-33.799328,155.523059,-57.0,  231.7,                  
        3828,    20512,  51.99,-57.0,  1.64,-85.8, 72.6,  4.9,       20512,    5.5,  51.99,-33.799340,155.523019,-57.0,  231.9,                  
        3829,    20518,  51.95,-57.0,  1.63,-85.9, 73.0,  4.9,       20518,    5.6,  51.95,-33.799347,155.522979,-57.0,  232.0,                  
        3830,    20523,  51.90,-57.0,  1.62,-85.9, 73.3,  5.0,       20523,    5.7,  51.90,-33.799346,155.522936,-57.0,  232.3,  d v             
        3831,    20529,  51.85,-56.9,  1.61,-85.9, 73.4,  5.1,       20529,    5.7,  51.85,-33.799339,155.522887,-56.9,  232.5,                  
        3832,    20535,  51.81,-56.8,  1.60,-85.8, 73.5,  5.2,       20535,    5.7,  51.81,-33.799329,155.522836,-56.8,  232.8,                  
        3833,    20541,  51.76,-56.7,  1.59,-85.8, 73.4,  5.3,       20541,    5.8,  51.76,-33.799323,155.522782,-56.7,  233.2,                  
        3834,    20546,  51.71,-56.6,  1.58,-85.8, 73.2,  5.4,       20546,    5.7,  51.71,-33.799324,155.522727,-56.6,  233.6,                  
        3835,    20552,  51.67,-56.5,  1.57,-85.7, 73.0,  5.5,       20552,    5.6,  51.67,-33.799331,155.522669,-56.5,  233.9,                  
        3836,    20558,  51.62,-56.5,  1.56,-85.7, 72.6,  5.5,       20558,    5.6,  51.62,-33.799343,155.522606,-56.5,  234.2,                  
        3837,    20563,  51.58,-56.4,  1.55,-85.7, 72.1,  5.6,       20563,    5.5,  51.58,-33.799360,155.522539,-56.4,  234.5,                  
        3838,    20569,  51.53,-56.3,  1.54,-85.7, 71.6,  5.7,       20569,    5.4,  51.53,-33.799381,155.522472,-56.3,  234.8,                  
        3839,    20574,  51.49,-56.3,  1.53,-85.7, 70.9,  5.8,       20574,    5.3,  51.49,-33.799406,155.522406,-56.3,  235.0,                  
        3840,    20579,  51.45,-56.2,  1.53,-85.7, 70.2,  5.9,       20579,    5.3,  51.45,-33.799432,155.522339,-56.2,  235.2,                  
        3841,    20585,  51.40,-56.2,  1.52,-85.7, 69.4,  5.9,       20585,    5.5,  51.40,-33.799456,155.522268,-56.2,  235.4,                  
        3842,    20590,  51.36,-56.2,  1.51,-85.7, 68.5,  6.0,       20590,    5.6,  51.36,-33.799477,155.522193,-56.2,  235.6,                  
        3843,    20596,  51.31,-56.2,  1.51,-85.7, 67.5,  6.0,       20596,    5.6,  51.31,-33.799495,155.522114,-56.2,  235.8,                  
        3844,    20601,  51.27,-56.1,  1.50,-85.7, 66.5,  6.1,       20601,    5.5,  51.27,-33.799511,155.522035,-56.1,  236.0,                  
        3845,    20607,  51.22,-56.1,  1.50,-85.7, 65.5,  6.1,       20607,    5.6,  51.22,-33.799528,155.521956,-56.1,  236.2,                  
        3846,    20613,  51.18,-56.1,  1.49,-85.7, 64.5,  6.1,       20613,    5.7,  51.18,-33.799547,155.521876,-56.1,  236.4,                  
        3847,    20618,  51.13,-56.0,  1.49,-85.7, 63.7,  6.2,       20618,    5.7,  51.13,-33.799567,155.521796,-56.0,  236.6,          Pi      
        3848,    20624,  51.09,-56.0,  1.49,-85.7, 62.8,  6.2,       20624,    5.7,  51.09,-33.799590,155.521719,-56.0,  236.8,                  
        3849,    20630,  51.04,-56.0,  1.49,-85.6, 61.7,  6.2,       20630,    5.6,  51.04,-33.799616,155.521650,-56.0,  237.1,                  
        3850,    20635,  51.00,-55.9,  1.49,-85.6, 60.5,  6.2,       20635,    5.5,  51.00,-33.799646,155.521589,-55.9,  237.3,                  
        3851,    20640,  50.95,-55.9,  1.49,-85.6, 59.1,  6.2,       20640,    5.4,  50.95,-33.799679,155.521534,-55.9,  237.5,                  
        3852,    20646,  50.91,-55.8,  1.49,-85.5, 57.7,  6.2,       20646,    5.3,  50.91,-33.799712,155.521480,-55.8,  237.7,                  
        3853,    20651,  50.87,-55.8,  1.49,-85.5, 56.3,  6.2,       20651,    5.2,  50.87,-33.799744,155.521426,-55.8,  238.0,                  
        3854,    20656,  50.83,-55.7,  1.49,-85.5, 55.1,  6.2,       20656,    5.3,  50.83,-33.799773,155.521374,-55.7,  238.2,                  
        3855,    20662,  50.78,-55.7,  1.49,-85.4, 54.0,  6.2,       20662,    5.5,  50.78,-33.799802,155.521326,-55.7,  238.5,          PiTiUi  
        3856,    20667,  50.74,-55.6,  1.49,-85.4, 53.0,  6.2,       20667,    5.7,  50.74,-33.799830,155.521279,-55.6,  238.7,                  
        3857,    20673,  50.69,-55.6,  1.50,-85.3, 51.7,  6.2,       20673,    5.9,  50.69,-33.799859,155.521232,-55.6,  239.0,                  
        3858,    20679,  50.64,-55.5,  1.50,-85.3, 50.3,  6.1,       20679,    5.9,  50.64,-33.799890,155.521181,-55.5,  239.2,                  
        3859,    20685,  50.60,-55.5,  1.50,-85.3, 48.8,  6.1,       20685,    5.9,  50.60,-33.799924,155.521129,-55.5,  239.3,                  
        3860,    20691,  50.55,-55.5,  1.51,-85.3, 47.3,  6.1,       20691,    5.8,  50.55,-33.799961,155.521078,-55.5,  239.4,                  
        3861,    20696,  50.51,-55.6,  1.51,-85.2, 45.7,  6.1,       20696,    5.6,  50.51,-33.800000,155.521031,-55.6,  239.5,                  
        3862,    20702,  50.46,-55.6,  1.52,-85.2, 44.3,  6.0,       20702,    5.6,  50.46,-33.800044,155.520986,-55.6,  239.6,                  
        3863,    20708,  50.42,-55.6,  1.53,-85.2, 42.8,  6.0,       20708,    5.7,  50.42,-33.800091,155.520942,-55.6,  239.7,                  
        3864,    20714,  50.37,-55.6,  1.53,-85.2, 41.4,  5.9,       20714,    5.8,  50.37,-33.800142,155.520897,-55.6,  239.7,                  
        3865,    20719,  50.33,-55.7,  1.54,-85.2, 40.0,  5.9,       20719,    5.7,  50.33,-33.800196,155.520855,-55.7,  239.8,                  
        3866,    20725,  50.28,-55.7,  1.55,-85.2, 38.7,  5.8,       20725,    5.7,  50.28,-33.800250,155.520818,-55.7,  239.9,                  
        3867,    20731,  50.24,-55.7,  1.56,-85.2, 37.4,  5.8,       20731,    5.8,  50.24,-33.800304,155.520787,-55.7,  239.9,                  
        3868,    20737,  50.19,-55.8,  1.57,-85.2, 36.1,  5.7,       20737,    5.9,  50.19,-33.800355,155.520757,-55.8,  240.0,                  
        3869,    20743,  50.14,-55.8,  1.58,-85.2, 34.9,  5.7,       20743,    5.9,  50.14,-33.800401,155.520726,-55.8,  240.1,                  
        3870,    20748,  50.09,-55.8,  1.59,-85.2, 33.8,  5.6,       20749,    5.8,  50.09,-33.800443,155.520692,-55.8,  240.1,                  
        3871,    20754,  50.05,-55.9,  1.60,-85.2, 32.7,  5.5,       20754,    5.6,  50.05,-33.800482,155.520658,-55.9,  240.1,                  
        3872,    20760,  50.01,-55.9,  1.60,-85.2, 31.6,  5.4,       20759,    5.5,  50.01,-33.800522,155.520624,-55.9,  240.2,                  
        3873,    20765,  49.97,-56.0,  1.61,-85.2, 30.6,  5.3,       20765,    5.6,  49.97,-33.800567,155.520591,-56.0,  240.2,                  
        3874,    20771,  49.92,-56.0,  1.62,-85.2, 29.7,  5.2,       20771,    5.8,  49.92,-33.800621,155.520557,-56.0,  240.2,                  
        3875,    20777,  49.87,-56.0,  1.63,-85.2, 28.8,  5.1,       20777,    5.9,  49.87,-33.800682,155.520522,-56.0,  240.2,  d v             
        3876,    20783,  49.83,-56.1,  1.63,-85.2, 28.1,  5.0,       20783,    5.9,  49.83,-33.800747,155.520489,-56.1,  240.3,                  
        3877,    20789,  49.78,-56.1,  1.64,-85.2, 27.6,  5.0,       20789,    5.9,  49.78,-33.800810,155.520462,-56.1,  240.3,          PiTiUi  
        3878,    20794,  49.73,-56.2,  1.65,-85.2, 27.1,  4.9,       20794,    5.8,  49.73,-33.800868,155.520439,-56.2,  240.3,                  
        3879,    20800,  49.69,-56.2,  1.65,-85.2, 26.7,  4.8,       20800,    5.6,  49.69,-33.800919,155.520417,-56.2,  240.4,                  
        3880,    20805,  49.65,-56.2,  1.66,-85.2, 26.2,  4.7,       20805,    5.4,  49.65,-33.800960,155.520395,-56.2,  240.4,                  
        3881,    20811,  49.61,-56.3,  1.66,-85.2, 25.9,  4.6,       20811,    5.3,  49.61,-33.800992,155.520374,-56.3,  240.5,          PiTiUi  
        3882,    20816,  49.57,-56.3,  1.67,-85.2, 25.6,  4.5,       20816,    5.3,  49.57,-33.801016,155.520357,-56.3,  240.5,                  
        3883,    20821,  49.52,-56.3,  1.67,-85.2, 25.3,  4.4,       20821,    5.4,  49.52,-33.801034,155.520345,-56.3,  240.6,                  
        3884,    20827,  49.48,-56.3,  1.67,-85.2, 25.1,  4.3,       20827,    5.5,  49.48,-33.801051,155.520337,-56.3,  240.7,                  
        3885,    20833,  49.44,-56.4,  1.67,-85.2, 25.0,  4.2,       20833,    5.6,  49.44,-33.801071,155.520328,-56.4,  240.8,                  
        3886,    20838,  49.39,-56.4,  1.67,-85.2, 25.0,  4.1,       20838,    5.7,  49.39,-33.801097,155.520317,-56.4,  240.9,                  
        3887,    20844,  49.35,-56.4,  1.67,-85.3, 25.2,  3.9,       20844,    5.7,  49.35,-33.801128,155.520304,-56.4,  241.0,                  
        3888,    20850,  49.30,-56.4,  1.67,-85.3, 25.6,  3.8,       20850,    5.7,  49.30,-33.801164,155.520293,-56.4,  241.1,                  
        3889,    20855,  49.26,-56.4,  1.67,-85.3, 26.1,  3.7,       20855,    5.6,  49.26,-33.801203,155.520287,-56.4,  241.2,                  
        3890,    20861,  49.22,-56.4,  1.67,-85.3, 26.8,  3.6,       20861,    5.5,  49.22,-33.801242,155.520284,-56.4,  241.2,                  
        3891,    20866,  49.18,-56.5,  1.67,-85.3, 27.8,  3.5,       20866,    5.5,  49.18,-33.801280,155.520279,-56.5,  241.3,                  
        3892,    20872,  49.13,-56.5,  1.67,-85.3, 28.9,  3.4,       20872,    5.7,  49.13,-33.801317,155.520272,-56.5,  241.4,                  
        3893,    20878,  49.09,-56.5,  1.67,-85.4, 30.3,  3.3,       20878,    5.9,  49.09,-33.801348,155.520264,-56.5,  241.5,                  
        3894,    20884,  49.04,-56.5,  1.66,-85.4, 31.7,  3.2,       20884,    5.9,  49.04,-33.801372,155.520255,-56.5,  241.6,                  
        3895,    20890,  48.99,-56.5,  1.66,-85.4, 33.1,  3.1,       20890,    5.8,  48.99,-33.801389,155.520249,-56.5,  241.7,                  
        3896,    20895,  48.95,-56.5,  1.66,-85.4, 34.4,  3.1,       20895,    5.6,  48.95,-33.801402,155.520243,-56.5,  241.8,          Pi      
        3897,    20901,  48.91,-56.5,  1.65,-85.4, 35.8,  3.0,       20901,    5.5,  48.91,-33.801413,155.520235,-56.5,  242.0,                  
        3898,    20906,  48.87,-56.5,  1.65,-85.4, 37.6,  3.0,       20906,    5.5,  48.87,-33.801425,155.520223,-56.5,  242.2,                  
        3899,    20912,  48.82,-56.5,  1.64,-85.4, 39.7,  2.9,       20912,    5.6,  48.82,-33.801438,155.520208,-56.5,  242.4,                  
        3900,    20918,  48.78,-56.4,  1.64,-85.4, 42.0,  2.9,       20918,    5.7,  48.78,-33.801454,155.520190,-56.4,  242.6,                  
        3901,    20923,  48.73,-56.4,  1.63,-85.4, 44.3,  2.9,       20923,    5.8,  48.73,-33.801473,155.520170,-56.4,  242.9,                  
        3902,    20929,  48.69,-56.3,  1.62,-85.4, 46.3,  2.9,       20929,    5.8,  48.69,-33.801496,155.520145,-56.3,  243.2,                  
        3903,    20935,  48.65,-56.3,  1.62,-85.4, 48.0,  2.9,       20935,    5.7,  48.65,-33.801522,155.520116,-56.3,  243.4,   fv     PiTiUi  
        3904,    20941,  48.60,-56.2,  1.61,-85.3, 49.7,  2.9,       20941,    5.6,  48.60,-33.801549,155.520083,-56.2,  243.7,                  
        3905,    20946,  48.56,-56.2,  1.61,-85.3, 51.6,  2.9,       20946,    5.4,  48.56,-33.801572,155.520050,-56.2,  243.9,                  
        3906,    20951,  48.52,-56.1,  1.60,-85.3, 53.8,  2.9,       20951,    5.3,  48.52,-33.801589,155.520016,-56.1,  244.1,                  
        3907,    20957,  48.48,-56.1,  1.59,-85.3, 56.0,  2.9,       20957,    5.3,  48.48,-33.801598,155.519982,-56.1,  244.3,                  
        3908,    20962,  48.44,-56.1,  1.59,-85.4, 58.2,  2.9,       20962,    5.4,  48.44,-33.801600,155.519945,-56.1,  244.4,                  
        3909,    20967,  48.40,-56.1,  1.58,-85.4, 60.2,  3.0,       20967,    5.4,  48.40,-33.801595,155.519907,-56.1,  244.6,                  
        3910,    20973,  48.36,-56.1,  1.57,-85.4, 62.2,  3.0,       20973,    5.4,  48.36,-33.801585,155.519870,-56.1,  244.8,                  
        3911,    20978,  48.31,-56.1,  1.57,-85.4, 64.0,  3.1,       20978,    5.3,  48.31,-33.801575,155.519837,-56.1,  244.9,                  
        3912,    20983,  48.28,-56.0,  1.56,-85.4, 65.7,  3.1,       20983,    5.3,  48.28,-33.801568,155.519806,-56.0,  245.1,                  
        3913,    20989,  48.23,-56.0,  1.55,-85.4, 67.3,  3.2,       20989,    5.4,  48.23,-33.801569,155.519774,-56.0,  245.2,                  
        3914,    20994,  48.19,-56.0,  1.55,-85.4, 68.7,  3.3,       20994,    5.6,  48.19,-33.801581,155.519740,-56.0,  245.4,                  
        3915,    21000,  48.15,-56.0,  1.54,-85.4, 70.1,  3.4,       21000,    5.7,  48.15,-33.801604,155.519707,-56.0,  245.6,                  
        3916,    21006,  48.10,-56.0,  1.54,-85.4, 71.4,  3.4,       21006,    5.7,  48.10,-33.801635,155.519677,-56.0,  245.8,                  
        3917,    21012,  48.06,-55.9,  1.53,-85.4, 72.6,  3.5,       21012,    5.7,  48.06,-33.801670,155.519651,-55.9,  246.0,                  
        3918,    21017,  48.02,-55.9,  1.53,-85.4, 73.7,  3.6,       21017,    5.7,  48.02,-33.801703,155.519626,-55.9,  246.2,                  
        3919,    21023,  47.98,-55.8,  1.52,-85.4, 74.8,  3.7,       21023,    5.6,  47.98,-33.801732,155.519598,-55.8,  246.5,                  
        3920,    21028,  47.94,-55.8,  1.52,-85.4, 75.8,  3.8,       21028,    5.5,  47.94,-33.801752,155.519567,-55.8,  246.7,                  
        3921,    21034,  47.90,-55.7,  1.51,-85.4, 76.8,  3.9,       21034,    5.5,  47.90,-33.801762,155.519532,-55.7,  247.0,                  
        3922,    21039,  47.85,-55.7,  1.51,-85.4, 77.7,  4.0,       21039,    5.5,  47.85,-33.801761,155.519497,-55.7,  247.2,                  
