Elapsed time,HeightMSL,      P, Temp,    RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,     %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
        2430,    13246, 162.53,-53.0,  1.92,-81.9,258.9, 24.8,       13246,    5.0, 162.53,-33.797127,155.378272,-53.0,   97.8,                  
        2431,    13251, 162.40,-53.0,  1.93,-81.9,258.7, 24.8,       13251,    4.9, 162.40,-33.797088,155.378534,-53.0,   97.8,                  
        2432,    13256, 162.28,-53.0,  1.93,-81.9,258.4, 24.8,       13256,    4.8, 162.28,-33.797048,155.378797,-53.0,   97.9,                  
        2433,    13261, 162.17,-53.0,  1.95,-81.9,258.2, 24.8,       13261,    4.7, 162.17,-33.797004,155.379058,-53.0,   97.9,                  
        2434,    13265, 162.05,-53.0,  1.96,-81.8,258.0, 24.8,       13265,    4.7, 162.05,-33.796958,155.379320,-53.0,   98.0,                  
        2435,    13270, 161.93,-53.1,  1.97,-81.8,257.7, 24.8,       13270,    4.7, 161.93,-33.796908,155.379585,-53.1,   98.0,                  
        2436,    13275, 161.81,-53.1,  1.98,-81.8,257.6, 24.8,       13275,    4.6, 161.81,-33.796856,155.379855,-53.1,   98.0,                  
        2437,    13279, 161.69,-53.1,  1.98,-81.8,257.4, 24.8,       13279,    4.5, 161.69,-33.796800,155.380130,-53.1,   98.0,                  
        2438,    13284, 161.60,-53.2,  1.98,-81.9,257.2, 24.7,       13284,    4.4, 161.60,-33.796742,155.380407,-53.2,   98.0,                  
        2439,    13288, 161.48,-53.2,  1.98,-81.9,257.0, 24.7,       13288,    4.6, 161.48,-33.796683,155.380682,-53.2,   98.1,                  
        2440,    13293, 161.35,-53.2,  1.98,-81.9,256.8, 24.7,       13293,    4.9, 161.35,-33.796627,155.380953,-53.2,   98.1,                  
        2441,    13298, 161.22,-53.3,  1.99,-81.9,256.7, 24.6,       13298,    5.1, 161.22,-33.796574,155.381218,-53.3,   98.1,                  
        2442,    13304, 161.09,-53.3,  2.00,-81.9,256.5, 24.6,       13304,    5.2, 161.09,-33.796521,155.381478,-53.3,   98.2,                  
        2443,    13309, 160.96,-53.3,  2.01,-81.9,256.4, 24.5,       13309,    5.0, 160.96,-33.796469,155.381733,-53.3,   98.2,                  
        2444,    13313, 160.84,-53.3,  2.01,-81.9,256.2, 24.4,       13313,    4.8, 160.84,-33.796416,155.381987,-53.3,   98.3,                  
        2445,    13318, 160.73,-53.3,  2.02,-81.9,256.1, 24.4,       13318,    4.6, 160.73,-33.796364,155.382243,-53.3,   98.4,                  
        2446,    13323, 160.62,-53.3,  2.02,-81.8,256.0, 24.3,       13322,    4.6, 160.62,-33.796311,155.382503,-53.3,   98.5,                  
        2447,    13327, 160.50,-53.3,  2.03,-81.8,255.9, 24.2,       13327,    4.8, 160.50,-33.796258,155.382765,-53.3,   98.5,                  
        2448,    13332, 160.38,-53.3,  2.04,-81.8,255.8, 24.1,       13332,    5.0, 160.38,-33.796205,155.383026,-53.3,   98.6,                  
        2449,    13337, 160.24,-53.3,  2.05,-81.7,255.6, 24.0,       13337,    5.2, 160.24,-33.796153,155.383282,-53.3,   98.7,                  
        2450,    13343, 160.11,-53.3,  2.06,-81.7,255.5, 24.0,       13343,    5.2, 160.11,-33.796101,155.383531,-53.3,   98.8,                  
        2451,    13348, 159.99,-53.3,  2.08,-81.7,255.4, 23.9,       13348,    5.0, 159.99,-33.796048,155.383774,-53.3,   98.8,                  
        2452,    13352, 159.87,-53.4,  2.09,-81.7,255.3, 23.8,       13353,    4.8, 159.87,-33.795993,155.384013,-53.4,   98.9,                  
        2453,    13357, 159.75,-53.4,  2.10,-81.7,255.3, 23.7,       13357,    4.6, 159.75,-33.795936,155.384249,-53.4,   98.9,                  
        2454,    13362, 159.64,-53.4,  2.11,-81.6,255.2, 23.6,       13362,    4.6, 159.64,-33.795876,155.384481,-53.4,   99.0,                  
        2455,    13366, 159.53,-53.4,  2.12,-81.6,255.1, 23.5,       13366,    4.7, 159.53,-33.795815,155.384712,-53.4,   99.1,                  
        2456,    13371, 159.41,-53.4,  2.12,-81.6,255.0, 23.4,       13371,    4.9, 159.41,-33.795753,155.384944,-53.4,   99.2,                  
        2457,    13376, 159.28,-53.3,  2.12,-81.5,255.0, 23.3,       13376,    5.0, 159.28,-33.795692,155.385179,-53.3,   99.3,                  
        2458,    13381, 159.15,-53.3,  2.11,-81.5,254.9, 23.2,       13381,    4.9, 159.15,-33.795635,155.385418,-53.3,   99.5,                  
        2459,    13386, 159.04,-53.2,  2.10,-81.5,254.9, 23.1,       13386,    4.9, 159.04,-33.795583,155.385660,-53.2,   99.7,                  
        2460,    13391, 158.92,-53.1,  2.09,-81.5,254.8, 23.0,       13391,    4.9, 158.92,-33.795533,155.385905,-53.1,   99.9,                  
        2461,    13396, 158.80,-53.1,  2.07,-81.5,254.8, 22.9,       13396,    4.9, 158.80,-33.795485,155.386151,-53.1,  100.1,                  
        2462,    13401, 158.67,-53.0,  2.05,-81.5,254.8, 22.8,       13401,    5.0, 158.67,-33.795436,155.386399,-53.0,  100.3,                  
        2463,    13406, 158.55,-52.9,  2.03,-81.5,254.7, 22.7,       13406,    5.0, 158.55,-33.795386,155.386643,-52.9,  100.5,                  
        2464,    13411, 158.43,-52.9,  2.02,-81.5,254.7, 22.6,       13411,    5.0, 158.43,-33.795335,155.386883,-52.9,  100.6,                  
        2465,    13416, 158.30,-52.9,  2.01,-81.6,254.7, 22.5,       13416,    5.0, 158.30,-33.795282,155.387120,-52.9,  100.7,                  
        2466,    13421, 158.18,-52.9,  2.00,-81.6,254.7, 22.5,       13421,    5.0, 158.18,-33.795226,155.387354,-52.9,  100.7,                  
        2467,    13426, 158.06,-52.9,  2.00,-81.6,254.8, 22.4,       13426,    4.8, 158.06,-33.795168,155.387586,-52.9,  100.8,                  
        2468,    13430, 157.95,-52.9,  2.00,-81.6,254.8, 22.3,       13430,    4.6, 157.95,-33.795109,155.387814,-52.9,  100.9,                  
        2469,    13435, 157.84,-52.9,  2.00,-81.6,254.8, 22.2,       13435,    4.6, 157.84,-33.795050,155.388039,-52.9,  101.0,                  
        2470,    13440, 157.73,-52.9,  1.99,-81.6,254.8, 22.1,       13440,    4.6, 157.73,-33.794991,155.388263,-52.9,  101.1,                  
        2471,    13444, 157.61,-52.8,  1.99,-81.6,254.9, 22.0,       13444,    4.7, 157.61,-33.794933,155.388487,-52.8,  101.3,                  
        2472,    13449, 157.49,-52.8,  1.99,-81.6,254.9, 21.9,       13449,    4.7, 157.49,-33.794877,155.388711,-52.8,  101.4,                  
        2473,    13454, 157.38,-52.8,  1.99,-81.6,255.0, 21.8,       13454,    4.7, 157.38,-33.794823,155.388933,-52.8,  101.4,                  
        2474,    13458, 157.27,-52.9,  1.99,-81.6,255.0, 21.7,       13458,    4.7, 157.27,-33.794771,155.389155,-52.9,  101.5,                  
        2475,    13463, 157.14,-52.9,  1.99,-81.6,255.1, 21.7,       13463,    4.9, 157.14,-33.794720,155.389376,-52.9,  101.5,          PiTiUi  
        2476,    13468, 157.02,-52.9,  1.99,-81.6,255.1, 21.6,       13468,    5.1, 157.02,-33.794671,155.389599,-52.9,  101.6,                  
        2477,    13474, 156.89,-52.9,  2.00,-81.6,255.2, 21.6,       13474,    5.2, 156.89,-33.794622,155.389824,-52.9,  101.6,          PiTiUi  
        2478,    13479, 156.77,-52.9,  2.00,-81.6,255.2, 21.5,       13479,    5.3, 156.77,-33.794574,155.390054,-52.9,  101.7,                  
        2479,    13484, 156.63,-52.9,  2.00,-81.6,255.3, 21.4,       13484,    5.4, 156.63,-33.794528,155.390289,-52.9,  101.8,                  
        2480,    13490, 156.50,-52.9,  2.01,-81.6,255.4, 21.3,       13490,    5.3, 156.50,-33.794484,155.390525,-52.9,  101.9,                  
        2481,    13495, 156.38,-52.9,  2.01,-81.6,255.5, 21.2,       13495,    5.3, 156.38,-33.794441,155.390760,-52.9,  102.0,                  
        2482,    13500, 156.25,-52.9,  2.02,-81.6,255.6, 21.2,       13500,    5.2, 156.25,-33.794400,155.390987,-52.9,  102.1,                  
        2483,    13505, 156.13,-52.9,  2.02,-81.5,255.7, 21.1,       13505,    5.2, 156.13,-33.794359,155.391207,-52.9,  102.1,          Pi      
        2484,    13510, 156.00,-52.9,  2.03,-81.5,255.7, 21.0,       13510,    5.2, 156.00,-33.794317,155.391421,-52.9,  102.2,                  
        2485,    13516, 155.88,-52.9,  2.03,-81.5,255.8, 21.0,       13516,    5.2, 155.88,-33.794272,155.391632,-52.9,  102.3,                  
        2486,    13521, 155.75,-52.9,  2.02,-81.5,256.0, 20.9,       13521,    5.1, 155.75,-33.794225,155.391841,-52.9,  102.4,                  
        2487,    13526, 155.63,-52.9,  2.02,-81.6,256.1, 20.8,       13526,    5.0, 155.63,-33.794176,155.392047,-52.9,  102.5,                  
        2488,    13531, 155.52,-52.9,  2.02,-81.6,256.2, 20.8,       13531,    4.9, 155.52,-33.794126,155.392253,-52.9,  102.6,                  
        2489,    13536, 155.40,-52.9,  2.02,-81.6,256.4, 20.7,       13535,    4.9, 155.40,-33.794075,155.392460,-52.9,  102.7,                  
        2490,    13540, 155.27,-52.9,  2.02,-81.6,256.5, 20.6,       13540,    4.9, 155.27,-33.794026,155.392671,-52.9,  102.7,                  
        2491,    13545, 155.16,-53.0,  2.02,-81.6,256.7, 20.6,       13545,    4.8, 155.16,-33.793979,155.392884,-53.0,  102.8,                  
        2492,    13550, 155.05,-53.0,  2.03,-81.6,256.8, 20.5,       13550,    4.6, 155.05,-33.793935,155.393097,-53.0,  102.8,                  
        2493,    13554, 154.95,-53.0,  2.03,-81.6,256.9, 20.5,       13554,    4.5, 154.95,-33.793893,155.393308,-53.0,  102.8,                  
        2494,    13559, 154.83,-53.0,  2.04,-81.6,257.1, 20.5,       13559,    4.6, 154.83,-33.793856,155.393517,-53.0,  102.8,                  
        2495,    13563, 154.72,-53.1,  2.04,-81.6,257.2, 20.5,       13563,    4.6, 154.72,-33.793821,155.393725,-53.1,  102.9,                  
        2496,    13568, 154.61,-53.1,  2.05,-81.6,257.3, 20.5,       13568,    4.6, 154.61,-33.793788,155.393932,-53.1,  102.9,          PiTiUi  
        2497,    13573, 154.50,-53.1,  2.06,-81.6,257.4, 20.4,       13573,    4.6, 154.50,-33.793753,155.394137,-53.1,  102.9,   fv             
        2498,    13577, 154.39,-53.2,  2.07,-81.6,257.5, 20.4,       13577,    4.6, 154.39,-33.793716,155.394343,-53.2,  102.9,                  
        2499,    13582, 154.28,-53.2,  2.07,-81.6,257.6, 20.5,       13582,    4.6, 154.28,-33.793678,155.394551,-53.2,  103.0,                  
        2500,    13587, 154.17,-53.2,  2.08,-81.6,257.7, 20.5,       13586,    4.6, 154.17,-33.793640,155.394762,-53.2,  103.1,                  
        2501,    13591, 154.05,-53.2,  2.08,-81.6,257.8, 20.5,       13591,    4.7, 154.05,-33.793603,155.394974,-53.2,  103.1,                  
        2502,    13596, 153.94,-53.2,  2.08,-81.6,257.9, 20.5,       13596,    4.8, 153.94,-33.793567,155.395187,-53.2,  103.2,                  
        2503,    13601, 153.83,-53.2,  2.08,-81.6,258.0, 20.6,       13601,    4.8, 153.83,-33.793534,155.395401,-53.2,  103.2,                  
        2504,    13606, 153.71,-53.2,  2.09,-81.6,258.1, 20.6,       13606,    4.8, 153.71,-33.793502,155.395617,-53.2,  103.3,                  
        2505,    13610, 153.59,-53.3,  2.09,-81.6,258.1, 20.7,       13610,    4.7, 153.59,-33.793471,155.395836,-53.3,  103.3,                  
        2506,    13615, 153.48,-53.3,  2.09,-81.6,258.2, 20.7,       13615,    4.6, 153.48,-33.793440,155.396055,-53.3,  103.4,                  
        2507,    13620, 153.38,-53.3,  2.10,-81.6,258.2, 20.8,       13620,    4.6, 153.38,-33.793405,155.396275,-53.3,  103.4,                  
        2508,    13624, 153.26,-53.3,  2.10,-81.6,258.3, 20.9,       13624,    4.8, 153.26,-33.793369,155.396497,-53.3,  103.4,                  
        2509,    13629, 153.14,-53.4,  2.10,-81.6,258.3, 20.9,       13629,    4.7, 153.14,-33.793333,155.396721,-53.4,  103.5,                  
        2510,    13634, 153.04,-53.4,  2.09,-81.7,258.3, 21.0,       13634,    4.5, 153.04,-33.793297,155.396946,-53.4,  103.6,                  
        2511,    13638, 152.95,-53.4,  2.08,-81.7,258.3, 21.1,       13638,    4.4, 152.95,-33.793260,155.397170,-53.4,  103.6,                  
        2512,    13643, 152.84,-53.4,  2.07,-81.7,258.3, 21.2,       13643,    4.6, 152.84,-33.793222,155.397390,-53.4,  103.7,                  
        2513,    13648, 152.72,-53.3,  2.05,-81.8,258.3, 21.4,       13647,    4.9, 152.72,-33.793183,155.397608,-53.3,  103.8,                  
        2514,    13653, 152.59,-53.3,  2.04,-81.8,258.3, 21.5,       13653,    5.1, 152.59,-33.793143,155.397828,-53.3,  104.0,                  
        2515,    13658, 152.47,-53.3,  2.03,-81.8,258.3, 21.6,       13658,    5.1, 152.47,-33.793104,155.398051,-53.3,  104.1,                  
        2516,    13663, 152.36,-53.2,  2.03,-81.8,258.2, 21.7,       13663,    4.9, 152.36,-33.793066,155.398276,-53.2,  104.3,                  
        2517,    13667, 152.24,-53.2,  2.02,-81.7,258.2, 21.9,       13667,    4.8, 152.24,-33.793028,155.398499,-53.2,  104.4,                  
        2518,    13672, 152.13,-53.1,  2.00,-81.8,258.2, 22.0,       13672,    4.8, 152.13,-33.792989,155.398723,-53.1,  104.6,                  
        2519,    13677, 152.02,-53.1,  1.99,-81.8,258.1, 22.2,       13677,    4.7, 152.02,-33.792947,155.398949,-53.1,  104.7,                  
        2520,    13682, 151.91,-53.1,  1.98,-81.8,258.1, 22.4,       13682,    4.7, 151.91,-33.792902,155.399182,-53.1,  104.8,                  
        2521,    13686, 151.80,-53.1,  1.96,-81.8,258.1, 22.5,       13686,    4.7, 151.80,-33.792857,155.399418,-53.1,  105.0,                  
        2522,    13691, 151.69,-53.0,  1.95,-81.8,258.1, 22.7,       13691,    4.8, 151.69,-33.792814,155.399656,-53.0,  105.1,                  
        2523,    13696, 151.57,-53.0,  1.95,-81.8,258.0, 22.9,       13696,    4.9, 151.57,-33.792773,155.399893,-53.0,  105.2,                  
        2524,    13701, 151.45,-53.0,  1.95,-81.8,258.0, 23.1,       13701,    4.9, 151.45,-33.792733,155.400130,-53.0,  105.3,                  
        2525,    13706, 151.34,-53.0,  1.95,-81.8,258.0, 23.4,       13706,    4.7, 151.34,-33.792691,155.400369,-53.0,  105.4,                  
        2526,    13710, 151.24,-53.0,  1.96,-81.8,258.0, 23.6,       13710,    4.6, 151.24,-33.792646,155.400610,-53.0,  105.4,                  
        2527,    13715, 151.13,-53.1,  1.96,-81.8,258.0, 23.8,       13715,    4.7, 151.13,-33.792597,155.400852,-53.1,  105.4,                  
        2528,    13720, 151.01,-53.1,  1.97,-81.8,258.0, 24.1,       13720,    4.9, 151.01,-33.792547,155.401094,-53.1,  105.5,                  
        2529,    13725, 150.89,-53.1,  1.98,-81.8,258.0, 24.3,       13725,    5.1, 150.89,-33.792499,155.401339,-53.1,  105.5,                  
        2530,    13730, 150.77,-53.2,  1.98,-81.9,258.0, 24.5,       13730,    5.1, 150.77,-33.792455,155.401589,-53.2,  105.5,                  
        2531,    13735, 150.65,-53.2,  1.97,-81.9,258.1, 24.7,       13735,    5.1, 150.65,-33.792413,155.401842,-53.2,  105.6,          PiTiUi  
        2532,    13740, 150.53,-53.2,  1.96,-81.9,258.1, 24.9,       13740,    5.1, 150.53,-33.792372,155.402098,-53.2,  105.6,                  
        2533,    13745, 150.41,-53.2,  1.94,-82.0,258.1, 25.1,       13745,    5.0, 150.41,-33.792329,155.402357,-53.2,  105.8,                  
        2534,    13750, 150.30,-53.1,  1.92,-82.0,258.1, 25.4,       13750,    5.1, 150.30,-33.792284,155.402620,-53.1,  105.9,                  
        2535,    13756, 150.17,-53.1,  1.90,-82.1,258.2, 25.7,       13756,    5.2, 150.17,-33.792239,155.402890,-53.1,  106.1,                  
        2536,    13761, 150.05,-53.1,  1.88,-82.1,258.2, 25.9,       13761,    5.3, 150.05,-33.792193,155.403166,-53.1,  106.2,                  
        2537,    13766, 149.93,-53.0,  1.86,-82.1,258.3, 26.2,       13766,    5.2, 149.93,-33.792144,155.403446,-53.0,  106.4,                  
        2538,    13771, 149.80,-53.0,  1.85,-82.1,258.3, 26.5,       13771,    5.1, 149.80,-33.792093,155.403729,-53.0,  106.6,                  
        2539,    13776, 149.69,-52.9,  1.85,-82.1,258.4, 26.7,       13776,    5.0, 149.69,-33.792040,155.404012,-52.9,  106.7,          PiTiUi  
        2540,    13781, 149.57,-52.9,  1.84,-82.1,258.4, 26.9,       13781,    5.0, 149.57,-33.791986,155.404298,-52.9,  106.9,                  
        2541,    13787, 149.46,-52.9,  1.85,-82.0,258.5, 27.1,       13786,    5.2, 149.46,-33.791932,155.404587,-52.9,  107.0,                  
        2542,    13792, 149.33,-52.9,  1.86,-82.0,258.5, 27.4,       13792,    5.4, 149.33,-33.791879,155.404876,-52.9,  107.1,                  
        2543,    13797, 149.20,-52.9,  1.88,-82.0,258.6, 27.7,       13797,    5.4, 149.20,-33.791827,155.405166,-52.8,  107.2,                  
        2544,    13803, 149.08,-52.8,  1.89,-81.9,258.6, 28.0,       13803,    5.3, 149.08,-33.791776,155.405458,-52.8,  107.3,                  
        2545,    13808, 148.96,-52.8,  1.90,-81.9,258.7, 28.3,       13808,    5.0, 148.96,-33.791726,155.405755,-52.8,  107.4,                  
        2546,    13812, 148.86,-52.8,  1.90,-81.9,258.7, 28.5,       13812,    4.7, 148.86,-33.791678,155.406057,-52.8,  107.5,                  
        2547,    13817, 148.75,-52.8,  1.89,-81.9,258.8, 28.8,       13817,    4.7, 148.75,-33.791631,155.406363,-52.8,  107.7,                  
        2548,    13822, 148.64,-52.8,  1.88,-81.9,258.8, 29.1,       13822,    4.8, 148.64,-33.791583,155.406673,-52.8,  107.8,                  
        2549,    13827, 148.52,-52.7,  1.87,-81.9,258.9, 29.3,       13827,    4.7, 148.52,-33.791534,155.406985,-52.7,  107.9,                  
        2550,    13831, 148.42,-52.7,  1.87,-81.9,258.9, 29.6,       13831,    4.6, 148.42,-33.791482,155.407302,-52.7,  108.0,                  
        2551,    13836, 148.32,-52.7,  1.86,-81.9,258.9, 29.8,       13836,    4.5, 148.32,-33.791427,155.407627,-52.7,  108.1,                  
        2552,    13840, 148.21,-52.7,  1.85,-81.9,258.9, 30.0,       13840,    4.7, 148.21,-33.791369,155.407956,-52.7,  108.2,                  
        2553,    13845, 148.10,-52.7,  1.84,-82.0,258.9, 30.2,       13845,    4.9, 148.10,-33.791309,155.408288,-52.7,  108.3,                  
        2554,    13850, 147.98,-52.7,  1.83,-82.0,258.9, 30.3,       13850,    5.1, 147.98,-33.791252,155.408621,-52.7,  108.4,                  
        2555,    13855, 147.86,-52.6,  1.81,-82.0,258.9, 30.5,       13855,    5.2, 147.86,-33.791198,155.408954,-52.6,  108.6,                  
        2556,    13861, 147.75,-52.5,  1.80,-82.0,258.9, 30.6,       13861,    5.2, 147.75,-33.791149,155.409287,-52.5,  108.9,                  
        2557,    13866, 147.63,-52.4,  1.78,-82.0,258.8, 30.7,       13866,    5.2, 147.63,-33.791104,155.409619,-52.4,  109.1,                  
        2558,    13871, 147.51,-52.4,  1.77,-82.0,258.8, 30.8,       13871,    5.1, 147.51,-33.791061,155.409953,-52.4,  109.3,                  
        2559,    13876, 147.39,-52.3,  1.76,-82.0,258.7, 30.9,       13876,    5.0, 147.39,-33.791020,155.410294,-52.3,  109.4,                  
        2560,    13881, 147.29,-52.3,  1.74,-82.0,258.6, 30.9,       13881,    4.8, 147.29,-33.790978,155.410641,-52.3,  109.5,                  
