Elapsed time,HeightMSL,      P, Temp,   RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,    %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
        4058,    18878,  67.18,-57.7, 1.50,-86.9,315.3,  4.5,       18878,    4.4,  67.18,-33.655412,154.970251,-57.7,  194.7,                  
        4059,    18883,  67.13,-57.7, 1.49,-86.9,315.0,  4.4,       18883,    4.5,  67.13,-33.655452,154.970286,-57.7,  194.7,                  
        4060,    18887,  67.08,-57.7, 1.49,-86.9,314.7,  4.4,       18887,    4.5,  67.08,-33.655489,154.970327,-57.7,  194.8,                  
        4061,    18892,  67.03,-57.7, 1.49,-86.9,314.3,  4.3,       18892,    4.6,  67.03,-33.655522,154.970372,-57.7,  194.9,                  
        4062,    18897,  66.98,-57.7, 1.49,-86.9,313.9,  4.3,       18897,    4.8,  66.98,-33.655555,154.970420,-57.7,  195.0,                  
        4063,    18902,  66.93,-57.7, 1.48,-86.9,313.4,  4.3,       18902,    4.9,  66.93,-33.655588,154.970467,-57.7,  195.1,                  
        4064,    18907,  66.87,-57.7, 1.48,-86.9,312.9,  4.2,       18907,    5.0,  66.87,-33.655619,154.970511,-57.7,  195.2,          PiTiUi  
        4065,    18912,  66.82,-57.7, 1.47,-87.0,312.4,  4.2,       18912,    5.1,  66.82,-33.655649,154.970551,-57.7,  195.3,          PiTiUi  
        4066,    18917,  66.76,-57.7, 1.47,-87.0,311.8,  4.1,       18917,    5.1,  66.76,-33.655677,154.970587,-57.7,  195.5,                  
        4067,    18922,  66.71,-57.6, 1.46,-87.0,311.0,  4.1,       18922,    5.1,  66.71,-33.655705,154.970620,-57.6,  195.7,                  
        4068,    18927,  66.66,-57.6, 1.46,-87.0,310.1,  4.0,       18927,    5.1,  66.66,-33.655730,154.970649,-57.6,  195.8,                  
        4069,    18932,  66.60,-57.6, 1.45,-87.0,309.2,  3.9,       18932,    5.0,  66.60,-33.655752,154.970679,-57.6,  196.0,                  
        4070,    18937,  66.55,-57.6, 1.44,-87.0,308.3,  3.9,       18937,    5.0,  66.55,-33.655771,154.970713,-57.6,  196.1,                  
        4071,    18942,  66.50,-57.6, 1.44,-87.0,307.6,  3.8,       18942,    5.0,  66.50,-33.655787,154.970750,-57.6,  196.3,          PiTiUi  
        4072,    18947,  66.44,-57.5, 1.43,-87.0,306.8,  3.7,       18947,    5.0,  66.44,-33.655801,154.970790,-57.5,  196.4,                  
        4073,    18952,  66.39,-57.5, 1.43,-87.0,305.9,  3.7,       18952,    4.9,  66.39,-33.655815,154.970832,-57.5,  196.6,                  
        4074,    18957,  66.34,-57.4, 1.42,-87.0,304.9,  3.6,       18957,    4.8,  66.34,-33.655829,154.970874,-57.4,  196.8,                  
        4075,    18962,  66.29,-57.4, 1.42,-87.0,304.0,  3.6,       18962,    4.8,  66.29,-33.655841,154.970913,-57.4,  197.0,          PiTiUi  
        4076,    18966,  66.24,-57.3, 1.41,-87.0,303.0,  3.5,       18966,    4.8,  66.24,-33.655852,154.970951,-57.3,  197.2,          Pi      
        4077,    18971,  66.19,-57.3, 1.41,-86.9,302.0,  3.4,       18971,    4.8,  66.19,-33.655864,154.970984,-57.3,  197.4,                  
        4078,    18976,  66.14,-57.3, 1.40,-86.9,300.8,  3.4,       18976,    4.9,  66.14,-33.655875,154.971013,-57.3,  197.7,                  
        4079,    18981,  66.09,-57.2, 1.40,-86.9,299.6,  3.3,       18981,    4.9,  66.09,-33.655886,154.971038,-57.2,  197.8,                  
        4080,    18986,  66.04,-57.2, 1.40,-86.9,298.2,  3.2,       18986,    4.9,  66.04,-33.655899,154.971062,-57.2,  198.0,                  
        4081,    18991,  65.99,-57.1, 1.40,-86.9,296.9,  3.1,       18991,    4.9,  65.99,-33.655914,154.971086,-57.1,  198.2,                  
        4082,    18996,  65.94,-57.1, 1.40,-86.8,295.6,  3.0,       18996,    4.8,  65.94,-33.655929,154.971112,-57.1,  198.4,                  
        4083,    19000,  65.89,-57.1, 1.40,-86.8,294.3,  3.0,       19000,    4.6,  65.89,-33.655942,154.971139,-57.1,  198.6,                  
        4084,    19005,  65.84,-57.0, 1.40,-86.8,293.1,  2.9,       19005,    4.5,  65.84,-33.655950,154.971168,-57.0,  198.7,                  
        4085,    19009,  65.80,-57.0, 1.40,-86.8,291.9,  2.8,       19009,    4.6,  65.80,-33.655953,154.971196,-57.0,  198.8,                  
        4086,    19014,  65.75,-57.0, 1.40,-86.8,290.9,  2.8,       19014,    4.7,  65.75,-33.655956,154.971222,-57.0,  199.0,                  
        4087,    19019,  65.69,-57.0, 1.40,-86.8,289.9,  2.7,       19019,    4.8,  65.69,-33.655960,154.971246,-57.0,  199.1,                  
        4088,    19024,  65.65,-57.0, 1.40,-86.8,289.1,  2.7,       19024,    4.8,  65.65,-33.655964,154.971269,-57.0,  199.2,          Pi      
        4089,    19028,  65.60,-57.0, 1.40,-86.8,288.5,  2.6,       19029,    4.8,  65.60,-33.655969,154.971291,-57.0,  199.3,          PiTiUi  
        4090,    19033,  65.55,-57.0, 1.40,-86.7,287.9,  2.6,       19033,    4.7,  65.55,-33.655974,154.971315,-57.0,  199.4,                  
        4091,    19038,  65.50,-57.0, 1.40,-86.7,287.3,  2.6,       19038,    4.6,  65.50,-33.655980,154.971343,-57.0,  199.5,                  
        4092,    19042,  65.45,-57.0, 1.40,-86.7,286.8,  2.5,       19042,    4.5,  65.45,-33.655989,154.971373,-57.0,  199.6,                  
        4093,    19047,  65.41,-57.0, 1.40,-86.7,286.4,  2.5,       19047,    4.5,  65.41,-33.656001,154.971406,-57.0,  199.7,          PiTiUi  
        4094,    19051,  65.36,-57.0, 1.40,-86.7,286.1,  2.5,       19051,    4.6,  65.36,-33.656015,154.971439,-57.0,  199.8,                  
        4095,    19056,  65.31,-57.0, 1.40,-86.7,285.9,  2.4,       19056,    4.8,  65.31,-33.656026,154.971468,-57.0,  200.0,                  
        4096,    19061,  65.26,-57.0, 1.40,-86.7,285.7,  2.4,       19061,    4.8,  65.26,-33.656034,154.971496,-57.0,  200.1,                  
        4097,    19066,  65.21,-57.0, 1.40,-86.7,285.6,  2.4,       19066,    4.9,  65.21,-33.656038,154.971521,-57.0,  200.2,                  
        4098,    19071,  65.16,-56.9, 1.40,-86.7,285.6,  2.4,       19071,    5.0,  65.16,-33.656040,154.971546,-56.9,  200.3,                  
        4099,    19076,  65.11,-56.9, 1.40,-86.7,285.7,  2.4,       19076,    5.0,  65.11,-33.656039,154.971570,-56.9,  200.4,          PiTiUi  
        4100,    19081,  65.06,-57.0, 1.40,-86.7,285.8,  2.4,       19081,    5.0,  65.06,-33.656036,154.971593,-57.0,  200.5,                  
        4101,    19086,  65.00,-57.0, 1.40,-86.7,286.1,  2.3,       19086,    5.0,  65.00,-33.656029,154.971612,-57.0,  200.6,                  
        4102,    19091,  64.96,-57.0, 1.41,-86.7,286.4,  2.3,       19091,    4.9,  64.96,-33.656019,154.971627,-57.0,  200.7,                  
        4103,    19096,  64.91,-57.0, 1.41,-86.7,286.8,  2.3,       19096,    5.0,  64.91,-33.656010,154.971640,-57.0,  200.8,                  
        4104,    19101,  64.85,-57.0, 1.41,-86.7,287.3,  2.3,       19101,    5.2,  64.85,-33.656005,154.971653,-57.0,  200.9,                  
        4105,    19106,  64.80,-57.0, 1.41,-86.7,287.7,  2.4,       19106,    5.2,  64.80,-33.656002,154.971668,-57.0,  201.1,                  
        4106,    19111,  64.74,-57.0, 1.42,-86.7,288.0,  2.4,       19111,    5.1,  64.74,-33.656003,154.971686,-57.0,  201.2,          Pi      
        4107,    19116,  64.69,-57.0, 1.42,-86.7,288.4,  2.4,       19116,    5.0,  64.69,-33.656009,154.971708,-57.0,  201.3,                  
        4108,    19121,  64.64,-57.0, 1.42,-86.6,288.9,  2.4,       19121,    4.9,  64.64,-33.656019,154.971733,-57.0,  201.4,                  
        4109,    19126,  64.59,-57.0, 1.43,-86.6,289.3,  2.4,       19126,    4.8,  64.59,-33.656032,154.971761,-57.0,  201.5,                  
        4110,    19131,  64.55,-57.0, 1.43,-86.6,289.8,  2.4,       19131,    4.9,  64.55,-33.656046,154.971791,-57.0,  201.5,                  
        4111,    19136,  64.49,-57.0, 1.43,-86.6,290.3,  2.4,       19136,    5.0,  64.49,-33.656060,154.971821,-57.0,  201.6,                  
        4112,    19141,  64.44,-57.0, 1.44,-86.6,290.6,  2.5,       19141,    5.0,  64.44,-33.656072,154.971850,-57.0,  201.7,                  
        4113,    19146,  64.39,-57.0, 1.44,-86.6,290.9,  2.5,       19146,    5.0,  64.39,-33.656085,154.971878,-57.0,  201.8,                  
        4114,    19151,  64.34,-57.1, 1.44,-86.6,291.2,  2.5,       19151,    5.0,  64.34,-33.656101,154.971903,-57.1,  201.8,                  
        4115,    19156,  64.29,-57.1, 1.45,-86.6,291.3,  2.5,       19156,    5.0,  64.29,-33.656119,154.971924,-57.1,  201.9,                  
        4116,    19161,  64.24,-57.1, 1.45,-86.6,291.4,  2.6,       19161,    5.1,  64.24,-33.656136,154.971943,-57.1,  202.0,          PiTiUi  
        4117,    19166,  64.19,-57.1, 1.46,-86.6,291.4,  2.6,       19166,    5.0,  64.19,-33.656153,154.971958,-57.1,  202.0,                  
        4118,    19171,  64.14,-57.1, 1.46,-86.6,291.3,  2.6,       19171,    4.9,  64.14,-33.656170,154.971972,-57.1,  202.1,                  
        4119,    19175,  64.09,-57.2, 1.47,-86.6,291.2,  2.6,       19175,    4.7,  64.09,-33.656187,154.971985,-57.2,  202.1,                  
        4120,    19180,  64.04,-57.2, 1.47,-86.6,291.0,  2.6,       19180,    4.6,  64.04,-33.656203,154.972002,-57.2,  202.2,                  
        4121,    19185,  63.99,-57.2, 1.48,-86.6,290.8,  2.6,       19185,    4.5,  63.99,-33.656218,154.972024,-57.2,  202.2,                  
        4122,    19189,  63.95,-57.3, 1.48,-86.6,290.4,  2.6,       19189,    4.4,  63.95,-33.656230,154.972052,-57.3,  202.2,                  
        4123,    19194,  63.91,-57.3, 1.49,-86.6,290.0,  2.6,       19193,    4.5,  63.91,-33.656238,154.972087,-57.3,  202.2,                  
        4124,    19198,  63.86,-57.4, 1.49,-86.6,289.5,  2.6,       19198,    4.7,  63.86,-33.656246,154.972127,-57.4,  202.2,                  
        4125,    19203,  63.81,-57.4, 1.50,-86.6,289.0,  2.6,       19203,    4.8,  63.81,-33.656253,154.972169,-57.4,  202.2,                  
        4126,    19208,  63.76,-57.4, 1.51,-86.6,288.6,  2.6,       19208,    4.7,  63.76,-33.656259,154.972210,-57.4,  202.2,          PiTiUi  
        4127,    19212,  63.72,-57.5, 1.51,-86.7,288.0,  2.6,       19212,    4.6,  63.72,-33.656263,154.972248,-57.5,  202.2,                  
        4128,    19217,  63.67,-57.5, 1.52,-86.6,287.4,  2.6,       19217,    4.6,  63.67,-33.656265,154.972284,-57.5,  202.2,                  
        4129,    19222,  63.63,-57.5, 1.53,-86.6,286.6,  2.5,       19221,    4.7,  63.63,-33.656265,154.972320,-57.5,  202.3,                  
        4130,    19226,  63.58,-57.6, 1.53,-86.6,285.7,  2.5,       19226,    4.7,  63.58,-33.656267,154.972357,-57.6,  202.3,                  
        4131,    19231,  63.53,-57.6, 1.54,-86.6,284.6,  2.5,       19231,    4.7,  63.53,-33.656272,154.972394,-57.6,  202.4,                  
        4132,    19236,  63.48,-57.6, 1.54,-86.6,283.5,  2.4,       19235,    4.6,  63.48,-33.656280,154.972430,-57.6,  202.4,                  
        4133,    19240,  63.44,-57.6, 1.55,-86.6,282.3,  2.3,       19240,    4.7,  63.44,-33.656290,154.972464,-57.6,  202.5,                  
        4134,    19245,  63.39,-57.7, 1.55,-86.6,281.0,  2.3,       19245,    4.8,  63.39,-33.656299,154.972494,-57.7,  202.5,                  
        4135,    19250,  63.34,-57.7, 1.55,-86.7,279.6,  2.2,       19250,    5.0,  63.34,-33.656309,154.972519,-57.7,  202.6,                  
        4136,    19255,  63.29,-57.7, 1.55,-86.7,278.1,  2.1,       19255,    5.0,  63.29,-33.656320,154.972540,-57.7,  202.6,                  
        4137,    19260,  63.24,-57.7, 1.56,-86.7,276.4,  2.0,       19260,    4.9,  63.24,-33.656329,154.972555,-57.7,  202.7,                  
        4138,    19265,  63.19,-57.7, 1.56,-86.7,274.6,  2.0,       19265,    4.8,  63.19,-33.656336,154.972566,-57.7,  202.8,                  
        4139,    19269,  63.14,-57.7, 1.56,-86.7,272.6,  1.9,       19269,    4.8,  63.14,-33.656338,154.972573,-57.7,  202.9,                  
        4140,    19274,  63.10,-57.7, 1.55,-86.7,270.3,  1.8,       19274,    4.8,  63.10,-33.656336,154.972580,-57.7,  203.0,                  
        4141,    19279,  63.05,-57.8, 1.55,-86.7,267.8,  1.7,       19279,    4.8,  63.05,-33.656332,154.972591,-57.8,  203.1,                  
        4142,    19284,  63.00,-57.8, 1.55,-86.7,264.9,  1.6,       19284,    4.8,  63.00,-33.656328,154.972608,-57.8,  203.2,                  
        4143,    19289,  62.95,-57.8, 1.55,-86.7,261.7,  1.5,       19289,    4.8,  62.95,-33.656325,154.972631,-57.8,  203.2,                  
        4144,    19294,  62.90,-57.8, 1.55,-86.7,258.1,  1.4,       19294,    5.0,  62.90,-33.656320,154.972659,-57.8,  203.3,                  
        4145,    19299,  62.85,-57.8, 1.54,-86.8,254.3,  1.3,       19299,    5.0,  62.85,-33.656313,154.972691,-57.8,  203.4,                  
        4146,    19304,  62.80,-57.8, 1.54,-86.8,250.5,  1.2,       19304,    5.0,  62.80,-33.656307,154.972725,-57.8,  203.5,          PiTiUi  
        4147,    19308,  62.75,-57.8, 1.54,-86.8,246.6,  1.2,       19309,    4.9,  62.75,-33.656301,154.972759,-57.8,  203.5,          PiTiUi  
        4148,    19313,  62.70,-57.8, 1.54,-86.8,242.3,  1.1,       19313,    4.9,  62.70,-33.656295,154.972790,-57.8,  203.6,          PiTiUi  
        4149,    19318,  62.66,-57.9, 1.54,-86.9,237.2,  1.0,       19318,    4.8,  62.66,-33.656289,154.972815,-57.9,  203.7,                  
        4150,    19323,  62.61,-57.9, 1.53,-86.9,231.0,  1.0,       19323,    4.8,  62.61,-33.656281,154.972831,-57.9,  203.7,                  
        4151,    19328,  62.56,-57.9, 1.53,-86.9,223.6,  0.9,       19328,    4.8,  62.56,-33.656274,154.972837,-57.9,  203.7,                  
        4152,    19333,  62.51,-57.9, 1.53,-86.9,215.5,  0.9,       19333,    4.8,  62.51,-33.656267,154.972833,-57.9,  203.8,                  
        4153,    19338,  62.47,-58.0, 1.53,-86.9,207.0,  0.9,       19337,    4.9,  62.47,-33.656262,154.972824,-58.0,  203.8,                  
        4154,    19343,  62.41,-58.0, 1.53,-87.0,198.5,  0.9,       19343,    5.0,  62.41,-33.656255,154.972810,-58.0,  203.9,   fv             
        4155,    19348,  62.36,-58.0, 1.53,-87.0,190.3,  0.9,       19348,    5.1,  62.36,-33.656245,154.972796,-58.0,  204.0,                  
        4156,    19353,  62.31,-58.0, 1.53,-87.0,182.6,  0.9,       19353,    5.0,  62.31,-33.656232,154.972784,-58.0,  204.0,                  
        4157,    19358,  62.26,-58.0, 1.53,-87.0,175.6,  0.9,       19358,    4.9,  62.26,-33.656218,154.972777,-58.0,  204.1,                  
        4158,    19362,  62.22,-58.0, 1.53,-87.0,169.4,  1.0,       19362,    4.8,  62.22,-33.656205,154.972776,-58.0,  204.2,                  
        4159,    19367,  62.17,-58.0, 1.53,-87.0,163.8,  1.0,       19367,    4.6,  62.17,-33.656192,154.972778,-58.0,  204.3,                  
        4160,    19372,  62.13,-58.0, 1.54,-87.0,158.9,  1.1,       19372,    4.6,  62.13,-33.656177,154.972781,-58.0,  204.4,                  
        4161,    19376,  62.08,-58.0, 1.54,-87.0,154.5,  1.1,       19376,    4.8,  62.08,-33.656161,154.972783,-58.0,  204.5,                  
        4162,    19381,  62.03,-58.0, 1.54,-87.0,150.6,  1.1,       19381,    4.9,  62.03,-33.656147,154.972782,-58.0,  204.6,                  
        4163,    19386,  61.98,-58.0, 1.54,-87.0,147.0,  1.2,       19386,    4.9,  61.98,-33.656134,154.972777,-58.0,  204.7,                  
        4164,    19391,  61.93,-58.0, 1.54,-87.0,143.8,  1.2,       19391,    4.9,  61.93,-33.656124,154.972768,-58.0,  204.8,                  
        4165,    19396,  61.89,-58.1, 1.54,-87.0,140.8,  1.2,       19396,    4.8,  61.89,-33.656113,154.972755,-58.1,  204.9,                  
        4166,    19401,  61.84,-58.1, 1.54,-87.0,138.1,  1.3,       19401,    4.7,  61.84,-33.656103,154.972738,-58.1,  205.0,                  
        4167,    19405,  61.79,-58.1, 1.54,-87.0,135.5,  1.3,       19405,    4.6,  61.79,-33.656095,154.972720,-58.1,  205.1,                  
        4168,    19410,  61.75,-58.1, 1.54,-87.0,133.1,  1.3,       19410,    4.6,  61.75,-33.656088,154.972698,-58.1,  205.2,                  
        4169,    19414,  61.71,-58.1, 1.54,-87.0,130.8,  1.3,       19414,    4.6,  61.71,-33.656082,154.972673,-58.1,  205.3,                  
        4170,    19419,  61.66,-58.1, 1.54,-87.0,128.6,  1.3,       19419,    4.8,  61.66,-33.656074,154.972646,-58.1,  205.4,                  
        4171,    19424,  61.61,-58.1, 1.54,-87.0,126.5,  1.3,       19424,    4.9,  61.61,-33.656064,154.972618,-58.1,  205.5,                  
        4172,    19429,  61.56,-58.1, 1.54,-87.0,124.3,  1.3,       19429,    4.8,  61.56,-33.656054,154.972594,-58.1,  205.6,                  
        4173,    19434,  61.52,-58.1, 1.54,-87.0,122.2,  1.3,       19434,    4.6,  61.52,-33.656045,154.972576,-58.1,  205.6,                  
        4174,    19438,  61.47,-58.1, 1.54,-87.0,120.1,  1.3,       19438,    4.6,  61.47,-33.656038,154.972562,-58.1,  205.7,                  
        4175,    19443,  61.43,-58.1, 1.54,-87.0,117.9,  1.2,       19443,    4.8,  61.43,-33.656030,154.972553,-58.1,  205.8,                  
        4176,    19448,  61.38,-58.2, 1.54,-87.0,115.7,  1.2,       19448,    5.0,  61.38,-33.656024,154.972545,-58.2,  205.8,                  
        4177,    19453,  61.33,-58.2, 1.54,-87.0,113.4,  1.2,       19453,    5.0,  61.33,-33.656019,154.972540,-58.2,  205.9,                  
        4178,    19458,  61.28,-58.2, 1.55,-87.0,111.1,  1.1,       19458,    4.9,  61.28,-33.656016,154.972536,-58.2,  206.0,                  
        4179,    19463,  61.24,-58.2, 1.55,-87.1,108.6,  1.1,       19463,    4.8,  61.24,-33.656016,154.972532,-58.2,  206.0,                  
        4180,    19467,  61.19,-58.2, 1.55,-87.1,106.0,  1.1,       19467,    4.8,  61.19,-33.656018,154.972526,-58.2,  206.1,                  
        4181,    19472,  61.14,-58.2, 1.55,-87.1,103.2,  1.0,       19472,    4.9,  61.14,-33.656021,154.972518,-58.2,  206.2,                  
        4182,    19477,  61.09,-58.2, 1.55,-87.1,100.5,  1.0,       19477,    5.0,  61.09,-33.656025,154.972507,-58.2,  206.3,                  
        4183,    19482,  61.04,-58.3, 1.55,-87.1, 98.0,  1.0,       19482,    5.2,  61.04,-33.656031,154.972496,-58.3,  206.4,                  
        4184,    19488,  60.99,-58.3, 1.56,-87.1, 95.7,  1.0,       19488,    5.2,  60.99,-33.656036,154.972486,-58.3,  206.4,          Pi      
        4185,    19493,  60.94,-58.3, 1.56,-87.1, 93.3,  0.9,       19493,    5.1,  60.94,-33.656040,154.972477,-58.3,  206.5,                  
        4186,    19498,  60.90,-58.3, 1.56,-87.1, 90.4,  0.9,       19498,    4.9,  60.90,-33.656042,154.972466,-58.3,  206.6,                  
        4187,    19502,  60.85,-58.3, 1.56,-87.1, 86.9,  0.9,       19502,    4.7,  60.85,-33.656040,154.972455,-58.3,  206.6,                  
        4188,    19507,  60.81,-58.3, 1.56,-87.1, 83.1,  0.9,       19507,    4.5,  60.81,-33.656036,154.972446,-58.3,  206.7,                  
        4189,    19511,  60.76,-58.4, 1.55,-87.1, 79.1,  0.9,       19511,    4.4,  60.76,-33.656032,154.972439,-58.4,  206.8,                  
        4190,    19516,  60.72,-58.4, 1.55,-87.2, 75.2,  0.9,       19516,    4.5,  60.72,-33.656027,154.972433,-58.4,  206.8,                  
        4191,    19520,  60.68,-58.4, 1.55,-87.2, 71.3,  0.9,       19520,    4.7,  60.68,-33.656023,154.972423,-58.4,  206.9,                  
        4192,    19525,  60.63,-58.4, 1.55,-87.2, 67.5,  0.9,       19525,    4.9,  60.63,-33.656021,154.972409,-58.4,  207.0,                  
        4193,    19530,  60.58,-58.4, 1.55,-87.2, 63.9,  0.9,       19530,    5.1,  60.58,-33.656022,154.972391,-58.4,  207.1,                  
        4194,    19535,  60.53,-58.4, 1.55,-87.2, 60.5,  0.9,       19535,    5.0,  60.53,-33.656027,154.972373,-58.4,  207.3,                  
        4195,    19540,  60.49,-58.4, 1.54,-87.2, 57.4,  1.0,       19540,    4.9,  60.49,-33.656037,154.972357,-58.4,  207.4,                  
        4196,    19545,  60.44,-58.3, 1.54,-87.2, 54.5,  1.0,       19545,    4.8,  60.44,-33.656050,154.972346,-58.3,  207.6,                  
        4197,    19550,  60.39,-58.3, 1.54,-87.2, 52.0,  1.0,       19550,    4.9,  60.39,-33.656063,154.972339,-58.3,  207.7,                  
        4198,    19555,  60.34,-58.3, 1.53,-87.2, 49.8,  1.1,       19555,    5.1,  60.34,-33.656076,154.972338,-58.3,  207.9,                  
        4199,    19560,  60.29,-58.3, 1.53,-87.2, 47.9,  1.1,       19560,    5.1,  60.29,-33.656087,154.972343,-58.3,  208.0,                  
        4200,    19565,  60.25,-58.3, 1.53,-87.2, 46.3,  1.2,       19565,    5.1,  60.25,-33.656097,154.972353,-58.3,  208.1,                  
        4201,    19570,  60.20,-58.3, 1.53,-87.2, 44.9,  1.3,       19570,    5.1,  60.20,-33.656104,154.972365,-58.3,  208.1,                  
        4202,    19575,  60.15,-58.3, 1.52,-87.3, 43.9,  1.3,       19575,    4.9,  60.15,-33.656106,154.972373,-58.3,  208.2,                  
        4203,    19580,  60.11,-58.4, 1.52,-87.3, 43.0,  1.4,       19580,    4.7,  60.11,-33.656108,154.972375,-58.4,  208.2,                  
        4204,    19584,  60.06,-58.4, 1.52,-87.3, 42.3,  1.5,       19584,    4.5,  60.06,-33.656111,154.972369,-58.4,  208.3,                  
        4205,    19589,  60.02,-58.4, 1.51,-87.3, 41.8,  1.5,       19589,    4.5,  60.02,-33.656118,154.972357,-58.4,  208.4,                  
        4206,    19593,  59.97,-58.4, 1.51,-87.3, 41.4,  1.6,       19593,    4.6,  59.97,-33.656127,154.972338,-58.4,  208.5,T                 
        4207,    19598,  59.93,-58.4, 1.50,-87.4, 41.1,  1.7,       19598,    4.6,  59.93,-33.656136,154.972317,-58.4,  208.6,                  
        4208,    19603,  59.89,-58.4, 1.50,-87.4, 41.0,  1.8,       19603,    4.6,  59.89,-33.656144,154.972296,-58.4,  208.7,                  
        4209,    19607,  59.84,-58.4, 1.49,-87.4, 40.9,  1.9,       19607,    4.6,  59.84,-33.656153,154.972278,-58.4,  208.9,                  
        4210,    19612,  59.80,-58.3, 1.49,-87.4, 40.9,  2.0,       19612,    4.7,  59.80,-33.656164,154.972264,-58.3,  209.0,                  
        4211,    19617,  59.75,-58.3, 1.48,-87.4, 41.0,  2.1,       19617,    4.8,  59.75,-33.656179,154.972251,-58.3,  209.2,                  
        4212,    19622,  59.71,-58.3, 1.48,-87.4, 41.2,  2.2,       19622,    4.8,  59.71,-33.656197,154.972236,-58.3,  209.4,                  
        4213,    19626,  59.66,-58.3, 1.47,-87.4, 41.4,  2.3,       19626,    4.8,  59.66,-33.656218,154.972216,-58.3,  209.5,                  
        4214,    19631,  59.62,-58.2, 1.47,-87.4, 41.6,  2.4,       19631,    4.7,  59.62,-33.656238,154.972192,-58.2,  209.7,                  
        4215,    19636,  59.58,-58.2, 1.46,-87.4, 41.9,  2.5,       19636,    4.7,  59.58,-33.656260,154.972168,-58.2,  209.9,                  
        4216,    19641,  59.53,-58.1, 1.46,-87.3, 42.2,  2.7,       19641,    4.9,  59.53,-33.656284,154.972147,-58.1,  210.2,                  
        4217,    19646,  59.48,-58.0, 1.45,-87.3, 42.5,  2.8,       19646,    4.9,  59.48,-33.656310,154.972132,-58.0,  210.5,                  
        4218,    19650,  59.43,-58.0, 1.45,-87.3, 42.9,  2.9,       19650,    4.8,  59.43,-33.656336,154.972120,-58.0,  210.7,                  
        4219,    19655,  59.39,-57.9, 1.44,-87.3, 43.3,  3.0,       19655,    4.6,  59.39,-33.656359,154.972109,-57.9,  210.9,                  
        4220,    19660,  59.35,-57.9, 1.44,-87.2, 43.7,  3.1,       19660,    4.6,  59.35,-33.656377,154.972099,-57.9,  211.1,                  
        4221,    19664,  59.30,-57.8, 1.43,-87.2, 44.1,  3.2,       19664,    4.8,  59.30,-33.656390,154.972089,-57.8,  211.3,                  
        4222,    19669,  59.26,-57.8, 1.43,-87.2, 44.6,  3.4,       19669,    5.0,  59.26,-33.656401,154.972078,-57.8,  211.5,                  
        4223,    19674,  59.21,-57.8, 1.42,-87.3, 45.0,  3.5,       19674,    5.1,  59.21,-33.656410,154.972063,-57.8,  211.6,                  
        4224,    19679,  59.16,-57.8, 1.42,-87.3, 45.4,  3.6,       19679,    5.0,  59.16,-33.656419,154.972042,-57.8,  211.8,                  
        4225,    19684,  59.12,-57.8, 1.41,-87.3, 45.8,  3.6,       19684,    4.9,  59.12,-33.656431,154.972013,-57.8,  211.9,          PiTiUi  
        4226,    19689,  59.07,-57.8, 1.41,-87.3, 46.1,  3.7,       19689,    4.8,  59.07,-33.656449,154.971979,-57.8,  212.0,                  
        4227,    19694,  59.03,-57.8, 1.41,-87.3, 46.6,  3.8,       19694,    4.9,  59.03,-33.656474,154.971939,-57.8,  212.2,                  
        4228,    19699,  58.98,-57.7, 1.41,-87.3, 47.1,  3.9,       19699,    4.9,  58.98,-33.656505,154.971896,-57.7,  212.3,                  
        4229,    19704,  58.93,-57.7, 1.40,-87.3, 47.6,  4.0,       19704,    5.0,  58.93,-33.656540,154.971848,-57.7,  212.5,                  
        4230,    19709,  58.89,-57.7, 1.40,-87.2, 48.2,  4.2,       19709,    4.9,  58.89,-33.656577,154.971798,-57.7,  212.6,                  
        4231,    19714,  58.84,-57.7, 1.40,-87.2, 48.8,  4.3,       19714,    5.0,  58.84,-33.656614,154.971748,-57.7,  212.8,                  
        4232,    19719,  58.79,-57.6, 1.40,-87.2, 49.4,  4.4,       19719,    5.0,  58.79,-33.656651,154.971701,-57.6,  213.0,                  
        4233,    19724,  58.75,-57.6, 1.40,-87.2, 49.9,  4.5,       19724,    4.9,  58.75,-33.656687,154.971659,-57.6,  213.2,                  
        4234,    19729,  58.70,-57.6, 1.40,-87.2, 50.5,  4.6,       19729,    4.9,  58.70,-33.656719,154.971623,-57.6,  213.3,                  
        4235,    19733,  58.65,-57.5, 1.40,-87.2, 50.9,  4.7,       19733,    4.9,  58.65,-33.656747,154.971593,-57.5,  213.5,                  
        4236,    19738,  58.61,-57.5, 1.40,-87.2, 51.3,  4.8,       19738,    4.8,  58.61,-33.656770,154.971567,-57.5,  213.7,          PiTiUi  
        4237,    19743,  58.57,-57.5, 1.40,-87.1, 51.6,  4.9,       19743,    4.7,  58.57,-33.656793,154.971545,-57.5,  213.8,                  
        4238,    19748,  58.53,-57.5, 1.39,-87.1, 52.0,  5.0,       19748,    4.7,  58.53,-33.656816,154.971524,-57.5,  213.9,  d v             
        4239,    19752,  58.48,-57.5, 1.39,-87.2, 52.5,  5.1,       19752,    4.8,  58.48,-33.656842,154.971502,-57.5,  214.0,                  
