Elapsed time,HeightMSL,      P, Temp,   RH, Dewp,  Dir,Speed,GpsHeightMSL,AscRate,     Pc,       Lat,       Lon, VirT,PotTemp,          KeyFlags
           s,        m,    hPa,   °C,    %,   °C,    °,  m/s,           m,    m/s,    hPa,         °,         °,   °C,     °C,                  
        4484,    21497,  44.43,-55.2, 1.47,-85.2, 82.4,  9.8,       21497,    4.7,  44.43,-33.486235,155.144017,-55.2,  259.6,                  
        4485,    21502,  44.40,-55.2, 1.47,-85.2, 82.8,  9.8,       21502,    4.7,  44.40,-33.486236,155.143904,-55.2,  259.7,                  
        4486,    21507,  44.37,-55.2, 1.46,-85.2, 83.3,  9.8,       21507,    4.7,  44.37,-33.486240,155.143791,-55.2,  259.8,                  
        4487,    21512,  44.33,-55.2, 1.46,-85.2, 83.7,  9.8,       21512,    4.9,  44.33,-33.486246,155.143678,-55.2,  259.9,                  
        4488,    21517,  44.29,-55.3, 1.46,-85.3, 84.1,  9.8,       21517,    4.9,  44.29,-33.486253,155.143566,-55.3,  259.9,                  
        4489,    21521,  44.26,-55.3, 1.45,-85.3, 84.6,  9.8,       21521,    5.0,  44.26,-33.486262,155.143453,-55.3,  260.0,                  
        4490,    21527,  44.23,-55.3, 1.45,-85.3, 85.0,  9.8,       21526,    5.0,  44.23,-33.486273,155.143335,-55.3,  260.1,                  
        4491,    21532,  44.19,-55.3, 1.45,-85.3, 85.4,  9.8,       21532,    5.2,  44.19,-33.486285,155.143216,-55.3,  260.3,                  
        4492,    21537,  44.15,-55.2, 1.44,-85.3, 85.8,  9.8,       21537,    5.3,  44.15,-33.486296,155.143097,-55.2,  260.5,                  
        4493,    21542,  44.12,-55.2, 1.44,-85.3, 86.2,  9.7,       21542,    5.2,  44.12,-33.486304,155.142983,-55.2,  260.7,                  
        4494,    21547,  44.08,-55.1, 1.44,-85.3, 86.6,  9.7,       21547,    5.0,  44.08,-33.486308,155.142874,-55.1,  261.0,                  
        4495,    21552,  44.05,-55.1, 1.43,-85.2, 86.9,  9.7,       21552,    4.8,  44.05,-33.486310,155.142771,-55.1,  261.3,                  
        4496,    21557,  44.02,-55.0, 1.43,-85.2, 87.3,  9.6,       21557,    4.8,  44.02,-33.486312,155.142671,-55.0,  261.6,                  
        4497,    21562,  43.98,-54.9, 1.43,-85.2, 87.6,  9.6,       21562,    4.8,  43.98,-33.486315,155.142575,-54.9,  261.8,                  
        4498,    21566,  43.95,-54.9, 1.42,-85.1, 87.9,  9.5,       21566,    4.9,  43.95,-33.486321,155.142484,-54.9,  262.0,                  
        4499,    21571,  43.91,-54.9, 1.42,-85.2, 88.2,  9.5,       21571,    5.0,  43.91,-33.486329,155.142400,-54.9,  262.1,                  
        4500,    21577,  43.88,-54.9, 1.42,-85.2, 88.5,  9.5,       21577,    5.1,  43.88,-33.486338,155.142320,-54.9,  262.2,                  
        4501,    21582,  43.85,-55.0, 1.42,-85.2, 88.7,  9.4,       21582,    5.1,  43.85,-33.486346,155.142239,-55.0,  262.2,                  
        4502,    21587,  43.81,-55.0, 1.41,-85.2, 88.9,  9.4,       21587,    5.2,  43.81,-33.486354,155.142152,-55.0,  262.3,                  
        4503,    21592,  43.77,-55.0, 1.41,-85.3, 89.0,  9.3,       21592,    5.1,  43.77,-33.486358,155.142055,-55.0,  262.4,                  
        4504,    21597,  43.74,-55.0, 1.41,-85.3, 89.1,  9.3,       21597,    4.9,  43.74,-33.486357,155.141951,-55.0,  262.4,                  
        4505,    21602,  43.71,-55.0, 1.41,-85.3, 89.2,  9.2,       21602,    4.8,  43.71,-33.486348,155.141843,-55.0,  262.6,  d v             
        4506,    21606,  43.68,-55.0, 1.41,-85.3, 89.1,  9.2,       21606,    4.8,  43.68,-33.486334,155.141734,-55.0,  262.7,                  
        4507,    21611,  43.64,-55.0, 1.41,-85.3, 89.1,  9.2,       21611,    4.9,  43.64,-33.486316,155.141624,-55.0,  262.9,                  
        4508,    21616,  43.61,-54.9, 1.40,-85.2, 89.0,  9.1,       21616,    5.0,  43.61,-33.486296,155.141514,-54.9,  263.2,                  
        4509,    21621,  43.58,-54.8, 1.40,-85.2, 88.8,  9.1,       21621,    5.0,  43.58,-33.486278,155.141407,-54.8,  263.5,                  
        4510,    21626,  43.54,-54.8, 1.40,-85.1, 88.6,  9.1,       21626,    4.9,  43.54,-33.486263,155.141306,-54.8,  263.8,                  
        4511,    21631,  43.51,-54.7, 1.40,-85.1, 88.3,  9.1,       21631,    4.8,  43.51,-33.486253,155.141213,-54.7,  264.0,                  
        4512,    21636,  43.48,-54.7, 1.40,-85.1, 88.1,  9.0,       21636,    4.7,  43.48,-33.486248,155.141127,-54.7,  264.1,          PiTiUi  
        4513,    21640,  43.45,-54.7, 1.40,-85.1, 87.8,  9.0,       21640,    4.7,  43.45,-33.486250,155.141042,-54.7,  264.2,                  
        4514,    21645,  43.41,-54.7, 1.40,-85.1, 87.4,  9.0,       21645,    4.8,  43.41,-33.486257,155.140956,-54.7,  264.3,                  
        4515,    21650,  43.38,-54.7, 1.40,-85.1, 86.9,  9.0,       21650,    5.0,  43.38,-33.486268,155.140866,-54.7,  264.5,                  
        4516,    21655,  43.34,-54.7, 1.40,-85.1, 86.4,  9.0,       21655,    5.0,  43.34,-33.486280,155.140775,-54.7,  264.6,                  
        4517,    21660,  43.31,-54.7, 1.40,-85.1, 85.8,  9.0,       21660,    5.0,  43.31,-33.486291,155.140685,-54.7,  264.9,                  
        4518,    21665,  43.28,-54.6, 1.40,-85.1, 85.1,  9.0,       21665,    5.0,  43.28,-33.486300,155.140593,-54.6,  265.1,                  
        4519,    21670,  43.24,-54.6, 1.40,-85.0, 84.4,  9.0,       21670,    5.1,  43.24,-33.486307,155.140498,-54.6,  265.3,                  
        4520,    21675,  43.21,-54.6, 1.40,-85.0, 83.7,  9.0,       21675,    5.1,  43.21,-33.486313,155.140398,-54.6,  265.4,                  
        4521,    21680,  43.17,-54.6, 1.40,-85.0, 82.9,  9.0,       21680,    5.0,  43.17,-33.486318,155.140293,-54.6,  265.5,                  
        4522,    21685,  43.14,-54.6, 1.40,-85.0, 82.1,  9.0,       21685,    4.8,  43.14,-33.486321,155.140187,-54.6,  265.6,                  
        4523,    21690,  43.11,-54.6, 1.40,-85.0, 81.3,  9.0,       21690,    4.7,  43.11,-33.486321,155.140083,-54.6,  265.7,                  
        4524,    21695,  43.08,-54.6, 1.40,-85.0, 80.6,  9.0,       21695,    4.7,  43.08,-33.486323,155.139983,-54.6,  265.8,                  
        4525,    21699,  43.05,-54.6, 1.40,-85.0, 79.8,  9.0,       21699,    4.8,  43.05,-33.486327,155.139887,-54.6,  265.9,                  
        4526,    21704,  43.01,-54.6, 1.40,-85.0, 79.0,  9.0,       21704,    4.9,  43.01,-33.486338,155.139793,-54.6,  266.0,                  
        4527,    21709,  42.98,-54.6, 1.40,-85.0, 78.2,  9.0,       21709,    4.9,  42.98,-33.486355,155.139704,-54.6,  266.2,                  
        4528,    21714,  42.95,-54.6, 1.40,-85.0, 77.5,  9.0,       21714,    5.0,  42.95,-33.486377,155.139621,-54.6,  266.3,                  
        4529,    21719,  42.91,-54.6, 1.40,-85.0, 76.8,  9.0,       21719,    5.1,  42.91,-33.486404,155.139541,-54.6,  266.4,                  
        4530,    21724,  42.88,-54.6, 1.40,-85.0, 76.2,  9.0,       21724,    5.3,  42.88,-33.486434,155.139461,-54.6,  266.5,                  
        4531,    21730,  42.84,-54.6, 1.40,-85.0, 75.6,  9.0,       21730,    5.3,  42.84,-33.486468,155.139377,-54.6,  266.6,                  
        4532,    21735,  42.81,-54.7, 1.40,-85.0, 75.1,  9.1,       21735,    5.2,  42.81,-33.486503,155.139285,-54.7,  266.7,                  
        4533,    21740,  42.77,-54.7, 1.40,-85.0, 74.6,  9.1,       21740,    5.1,  42.77,-33.486538,155.139186,-54.6,  266.8,                  
        4534,    21745,  42.74,-54.6, 1.40,-85.0, 74.2,  9.1,       21745,    5.1,  42.74,-33.486571,155.139083,-54.6,  267.0,                  
        4535,    21750,  42.71,-54.6, 1.40,-85.0, 73.9,  9.1,       21750,    5.1,  42.71,-33.486603,155.138981,-54.6,  267.1,                  
        4536,    21756,  42.67,-54.6, 1.40,-85.0, 73.6,  9.1,       21756,    5.3,  42.67,-33.486637,155.138879,-54.6,  267.3,                  
        4537,    21761,  42.63,-54.6, 1.40,-85.0, 73.4,  9.1,       21761,    5.3,  42.63,-33.486672,155.138779,-54.6,  267.5,                  
        4538,    21766,  42.60,-54.6, 1.40,-85.0, 73.3,  9.0,       21766,    5.2,  42.60,-33.486708,155.138680,-54.6,  267.7,  d v             
        4539,    21771,  42.57,-54.6, 1.40,-85.0, 73.2,  9.0,       21771,    5.0,  42.57,-33.486741,155.138583,-54.6,  267.8,                  
        4540,    21776,  42.53,-54.6, 1.39,-85.0, 73.2,  9.0,       21776,    4.8,  42.53,-33.486769,155.138490,-54.6,  267.9,                  
        4541,    21781,  42.50,-54.6, 1.39,-85.1, 73.3,  9.0,       21781,    4.7,  42.50,-33.486793,155.138402,-54.6,  267.9,                  
        4542,    21785,  42.47,-54.7, 1.39,-85.1, 73.4,  9.0,       21785,    4.7,  42.47,-33.486815,155.138316,-54.7,  267.9,                  
        4543,    21790,  42.44,-54.7, 1.38,-85.1, 73.6,  8.9,       21790,    4.7,  42.44,-33.486837,155.138228,-54.7,  268.0,                  
        4544,    21795,  42.41,-54.7, 1.38,-85.2, 73.9,  8.9,       21795,    4.7,  42.41,-33.486860,155.138138,-54.7,  268.0,                  
        4545,    21800,  42.38,-54.7, 1.38,-85.2, 74.2,  8.9,       21800,    4.7,  42.38,-33.486880,155.138047,-54.7,  268.2,                  
        4546,    21804,  42.35,-54.7, 1.37,-85.2, 74.4,  8.8,       21804,    4.7,  42.35,-33.486896,155.137957,-54.7,  268.4,                  
        4547,    21809,  42.32,-54.5, 1.37,-85.1, 74.7,  8.8,       21809,    4.8,  42.32,-33.486909,155.137869,-54.5,  268.7,          PiTiUi  
        4548,    21814,  42.28,-54.5, 1.36,-85.1, 75.0,  8.8,       21814,    5.0,  42.28,-33.486922,155.137783,-54.5,  269.1,                  
        4549,    21819,  42.25,-54.4, 1.36,-85.0, 75.4,  8.7,       21819,    5.3,  42.25,-33.486939,155.137696,-54.4,  269.4,                  
        4550,    21825,  42.21,-54.3, 1.35,-85.0, 75.8,  8.7,       21825,    5.4,  42.21,-33.486960,155.137607,-54.3,  269.7,                  
        4551,    21830,  42.18,-54.2, 1.35,-85.0, 76.3,  8.7,       21830,    5.3,  42.18,-33.486984,155.137516,-54.2,  270.0,                  
        4552,    21835,  42.14,-54.2, 1.35,-85.0, 76.8,  8.6,       21835,    5.3,  42.14,-33.487010,155.137421,-54.2,  270.2,                  
        4553,    21841,  42.11,-54.2, 1.34,-85.0, 77.3,  8.6,       21841,    5.3,  42.11,-33.487036,155.137325,-54.2,  270.4,                  
        4554,    21846,  42.07,-54.2, 1.34,-85.0, 77.8,  8.5,       21846,    5.1,  42.07,-33.487063,155.137227,-54.2,  270.6,                  
        4555,    21850,  42.04,-54.1, 1.33,-85.0, 78.4,  8.5,       21850,    4.8,  42.04,-33.487089,155.137128,-54.1,  270.8,                  
        4556,    21855,  42.01,-54.1, 1.33,-85.0, 78.9,  8.5,       21855,    4.7,  42.01,-33.487109,155.137029,-54.1,  271.0,                  
        4557,    21860,  41.98,-54.1, 1.32,-85.0, 79.4,  8.5,       21860,    4.8,  41.98,-33.487120,155.136933,-54.1,  271.1,                  
        4558,    21865,  41.95,-54.1, 1.32,-85.0, 79.9,  8.5,       21865,    5.0,  41.95,-33.487126,155.136840,-54.1,  271.3,                  
        4559,    21870,  41.91,-54.0, 1.31,-85.0, 80.3,  8.4,       21870,    5.0,  41.91,-33.487128,155.136752,-54.0,  271.5,                  
        4560,    21875,  41.88,-53.9, 1.31,-84.9, 80.8,  8.4,       21875,    5.0,  41.88,-33.487129,155.136670,-53.9,  271.9,                  
        4561,    21880,  41.85,-53.9, 1.31,-84.9, 81.2,  8.5,       21880,    5.2,  41.85,-33.487131,155.136593,-53.9,  272.2,                  
        4562,    21886,  41.81,-53.8, 1.30,-84.9, 81.5,  8.5,       21885,    5.4,  41.81,-33.487133,155.136519,-53.8,  272.5,                  
        4563,    21891,  41.78,-53.8, 1.30,-84.9, 81.9,  8.5,       21891,    5.5,  41.78,-33.487132,155.136449,-53.8,  272.7,                  
        4564,    21897,  41.74,-53.8, 1.30,-84.9, 82.1,  8.5,       21897,    5.5,  41.74,-33.487130,155.136380,-53.7,  272.9,                  
        4565,    21902,  41.70,-53.7, 1.29,-84.9, 82.3,  8.6,       21902,    5.4,  41.70,-33.487129,155.136311,-53.7,  273.1,                  
        4566,    21907,  41.67,-53.7, 1.29,-84.9, 82.5,  8.6,       21907,    5.1,  41.67,-33.487132,155.136240,-53.7,  273.3,                  
        4567,    21912,  41.64,-53.6, 1.29,-84.8, 82.6,  8.7,       21912,    4.8,  41.64,-33.487139,155.136163,-53.6,  273.5,                  
        4568,    21917,  41.61,-53.6, 1.28,-84.8, 82.7,  8.7,       21917,    4.8,  41.61,-33.487147,155.136079,-53.6,  273.7,                  
        4569,    21922,  41.58,-53.6, 1.28,-84.8, 82.7,  8.8,       21922,    4.9,  41.58,-33.487155,155.135988,-53.6,  274.0,                  
        4570,    21927,  41.55,-53.5, 1.28,-84.8, 82.7,  8.9,       21927,    5.0,  41.55,-33.487162,155.135889,-53.5,  274.2,                  
        4571,    21932,  41.51,-53.5, 1.28,-84.8, 82.6,  9.0,       21932,    5.0,  41.51,-33.487171,155.135782,-53.5,  274.4,                  
        4572,    21937,  41.48,-53.5, 1.28,-84.8, 82.5,  9.1,       21937,    4.9,  41.48,-33.487183,155.135668,-53.5,  274.5,                  
        4573,    21941,  41.45,-53.5, 1.28,-84.8, 82.4,  9.1,       21941,    4.8,  41.45,-33.487198,155.135552,-53.5,  274.6,                  
        4574,    21946,  41.42,-53.5, 1.28,-84.8, 82.2,  9.2,       21946,    4.9,  41.42,-33.487214,155.135438,-53.5,  274.7,                  
        4575,    21951,  41.39,-53.5, 1.28,-84.8, 82.0,  9.3,       21951,    5.2,  41.39,-33.487229,155.135334,-53.5,  274.9,                  
        4576,    21957,  41.35,-53.5, 1.28,-84.7, 81.8,  9.4,       21957,    5.3,  41.35,-33.487243,155.135239,-53.5,  275.0,                  
        4577,    21962,  41.32,-53.5, 1.28,-84.7, 81.6,  9.5,       21962,    5.3,  41.32,-33.487257,155.135150,-53.5,  275.2,          Pi      
        4578,    21967,  41.28,-53.4, 1.29,-84.7, 81.4,  9.5,       21967,    5.3,  41.28,-33.487269,155.135066,-53.4,  275.3,                  
        4579,    21973,  41.25,-53.5, 1.29,-84.7, 81.2,  9.6,       21973,    5.4,  41.25,-33.487278,155.134982,-53.5,  275.4,                  
        4580,    21978,  41.21,-53.5, 1.29,-84.7, 80.9,  9.7,       21978,    5.5,  41.21,-33.487284,155.134897,-53.5,  275.6,                  
        4581,    21984,  41.18,-53.5, 1.29,-84.7, 80.6,  9.7,       21984,    5.5,  41.18,-33.487286,155.134807,-53.5,  275.7,                  
        4582,    21989,  41.14,-53.5, 1.30,-84.6, 80.4,  9.8,       21989,    5.3,  41.14,-33.487287,155.134707,-53.5,  275.9,                  
        4583,    21994,  41.11,-53.4, 1.30,-84.6, 80.1,  9.8,       21994,    5.1,  41.11,-33.487291,155.134595,-53.4,  276.0,          PiTiUi  
        4584,    21999,  41.08,-53.4, 1.31,-84.6, 79.9,  9.9,       21999,    4.9,  41.08,-33.487300,155.134472,-53.4,  276.2,                  
        4585,    22004,  41.05,-53.4, 1.31,-84.6, 79.7,  9.9,       22004,    4.9,  41.05,-33.487315,155.134342,-53.4,  276.3,                  
        4586,    22009,  41.02,-53.4, 1.31,-84.6, 79.4, 10.0,       22009,    5.0,  41.02,-33.487334,155.134207,-53.4,  276.4,                  
        4587,    22014,  40.99,-53.4, 1.32,-84.5, 79.1, 10.1,       22014,    5.1,  40.99,-33.487353,155.134073,-53.4,  276.5,                  
        4588,    22019,  40.95,-53.4, 1.32,-84.5, 78.8, 10.1,       22019,    5.3,  40.95,-33.487375,155.133943,-53.4,  276.6,                  
        4589,    22025,  40.92,-53.4, 1.32,-84.5, 78.6, 10.1,       22025,    5.5,  40.92,-33.487398,155.133818,-53.4,  276.8,                  
        4590,    22030,  40.88,-53.4, 1.33,-84.5, 78.3, 10.2,       22030,    5.5,  40.88,-33.487425,155.133702,-53.4,  277.0,                  
        4591,    22036,  40.85,-53.4, 1.33,-84.5, 78.1, 10.2,       22036,    5.5,  40.85,-33.487454,155.133592,-53.4,  277.2,                  
        4592,    22041,  40.81,-53.4, 1.33,-84.4, 78.0, 10.2,       22041,    5.3,  40.81,-33.487480,155.133491,-53.4,  277.4,                  
        4593,    22046,  40.78,-53.3, 1.34,-84.4, 77.8, 10.3,       22046,    5.2,  40.78,-33.487503,155.133396,-53.3,  277.6,                  
        4594,    22051,  40.75,-53.3, 1.34,-84.3, 77.7, 10.3,       22051,    5.1,  40.75,-33.487524,155.133304,-53.3,  277.8,                  
        4595,    22056,  40.72,-53.3, 1.34,-84.3, 77.7, 10.3,       22056,    5.2,  40.72,-33.487544,155.133212,-53.3,  277.9,                  
        4596,    22062,  40.68,-53.3, 1.34,-84.4, 77.7, 10.3,       22062,    5.3,  40.68,-33.487566,155.133118,-53.3,  278.0,                  
        4597,    22067,  40.65,-53.4, 1.34,-84.4, 77.7, 10.3,       22067,    5.4,  40.65,-33.487590,155.133019,-53.4,  278.0,                  
        4598,    22073,  40.61,-53.4, 1.35,-84.4, 77.8, 10.3,       22073,    5.5,  40.61,-33.487615,155.132917,-53.4,  278.0,                  
        4599,    22078,  40.58,-53.4, 1.35,-84.4, 77.9, 10.3,       22078,    5.6,  40.58,-33.487640,155.132812,-53.4,  278.1,                  
        4600,    22084,  40.54,-53.5, 1.35,-84.4, 78.0, 10.3,       22084,    5.6,  40.54,-33.487667,155.132707,-53.5,  278.2,                  
        4601,    22089,  40.51,-53.5, 1.35,-84.4, 78.3, 10.3,       22089,    5.4,  40.51,-33.487696,155.132601,-53.5,  278.3,                  
        4602,    22094,  40.48,-53.4, 1.35,-84.4, 78.5, 10.3,       22094,    5.2,  40.48,-33.487726,155.132495,-53.4,  278.5,                  
        4603,    22099,  40.44,-53.4, 1.35,-84.4, 78.8, 10.3,       22099,    5.1,  40.44,-33.487755,155.132389,-53.4,  278.7,                  
        4604,    22104,  40.41,-53.4, 1.35,-84.4, 79.2, 10.3,       22104,    5.0,  40.41,-33.487780,155.132282,-53.4,  278.8,                  
        4605,    22110,  40.38,-53.4, 1.35,-84.4, 79.5, 10.3,       22109,    5.2,  40.38,-33.487800,155.132173,-53.4,  278.9,                  
        4606,    22115,  40.35,-53.4, 1.36,-84.4, 80.0, 10.3,       22115,    5.5,  40.35,-33.487816,155.132061,-53.4,  279.0,                  
        4607,    22121,  40.31,-53.5, 1.36,-84.4, 80.4, 10.3,       22121,    5.6,  40.31,-33.487831,155.131945,-53.5,  279.0,                  
        4608,    22126,  40.28,-53.5, 1.36,-84.4, 80.9, 10.2,       22126,    5.6,  40.28,-33.487845,155.131827,-53.5,  279.1,                  
        4609,    22132,  40.24,-53.6, 1.36,-84.4, 81.4, 10.2,       22132,    5.5,  40.24,-33.487856,155.131709,-53.6,  279.1,                  
        4610,    22137,  40.21,-53.6, 1.36,-84.5, 81.9, 10.2,       22137,    5.3,  40.21,-33.487863,155.131595,-53.6,  279.2,                  
        4611,    22142,  40.18,-53.6, 1.36,-84.5, 82.5, 10.2,       22142,    5.2,  40.18,-33.487869,155.131485,-53.6,  279.2,                  
        4612,    22148,  40.14,-53.7, 1.36,-84.5, 83.0, 10.2,       22148,    5.2,  40.14,-33.487874,155.131378,-53.7,  279.2,                  
        4613,    22153,  40.11,-53.7, 1.36,-84.5, 83.5, 10.2,       22153,    5.3,  40.11,-33.487883,155.131273,-53.7,  279.2,                  
        4614,    22158,  40.08,-53.7, 1.36,-84.6, 84.1, 10.2,       22158,    5.3,  40.08,-33.487893,155.131169,-53.7,  279.3,                  
        4615,    22164,  40.04,-53.8, 1.36,-84.6, 84.6, 10.2,       22163,    5.3,  40.04,-33.487903,155.131064,-53.8,  279.4,                  
        4616,    22169,  40.01,-53.8, 1.36,-84.6, 85.1, 10.2,       22169,    5.4,  40.01,-33.487912,155.130960,-53.8,  279.5,                  
        4617,    22174,  39.98,-53.8, 1.36,-84.6, 85.7, 10.2,       22174,    5.3,  39.98,-33.487922,155.130853,-53.8,  279.7,                  
        4618,    22179,  39.94,-53.7, 1.36,-84.6, 86.1, 10.2,       22179,    5.3,  39.94,-33.487932,155.130742,-53.7,  279.8,                  
        4619,    22185,  39.91,-53.7, 1.36,-84.6, 86.6, 10.2,       22185,    5.3,  39.91,-33.487943,155.130627,-53.7,  280.0,                  
        4620,    22190,  39.88,-53.7, 1.36,-84.5, 87.0, 10.1,       22190,    5.4,  39.88,-33.487950,155.130508,-53.7,  280.2,                  
        4621,    22196,  39.84,-53.7, 1.36,-84.5, 87.4, 10.1,       22196,    5.5,  39.84,-33.487951,155.130388,-53.7,  280.4,                  
        4622,    22201,  39.81,-53.6, 1.36,-84.5, 87.7, 10.1,       22201,    5.6,  39.81,-33.487947,155.130269,-53.6,  280.6,                  
        4623,    22207,  39.77,-53.6, 1.36,-84.5, 88.0, 10.1,       22207,    5.7,  39.77,-33.487941,155.130154,-53.6,  280.8,                  
        4624,    22213,  39.74,-53.6, 1.36,-84.5, 88.2, 10.1,       22213,    5.8,  39.74,-33.487936,155.130042,-53.6,  280.9,                  
        4625,    22219,  39.70,-53.6, 1.36,-84.5, 88.4, 10.1,       22219,    5.9,  39.70,-33.487934,155.129936,-53.6,  281.0,                  
        4626,    22224,  39.66,-53.6, 1.36,-84.5, 88.5, 10.1,       22225,    5.8,  39.66,-33.487930,155.129837,-53.6,  281.2,                  
        4627,    22230,  39.63,-53.7, 1.35,-84.5, 88.6, 10.1,       22230,    5.4,  39.63,-33.487925,155.129741,-53.7,  281.3,  d v             
        4628,    22235,  39.60,-53.7, 1.35,-84.5, 88.6, 10.0,       22235,    5.1,  39.60,-33.487916,155.129648,-53.7,  281.4,                  
        4629,    22240,  39.57,-53.7, 1.35,-84.5, 88.6, 10.0,       22240,    5.0,  39.57,-33.487908,155.129554,-53.7,  281.5,                  
        4630,    22245,  39.54,-53.6, 1.35,-84.5, 88.5, 10.0,       22245,    5.2,  39.54,-33.487901,155.129458,-53.6,  281.7,                  
        4631,    22251,  39.50,-53.7, 1.35,-84.5, 88.3, 10.0,       22251,    5.6,  39.50,-33.487895,155.129361,-53.7,  281.8,                  
        4632,    22257,  39.47,-53.7, 1.35,-84.5, 88.1, 10.0,       22257,    5.9,  39.47,-33.487890,155.129260,-53.7,  281.9,                  
        4633,    22263,  39.43,-53.7, 1.35,-84.6, 87.8, 10.0,       22263,    6.1,  39.43,-33.487884,155.129152,-53.7,  282.1,                  
        4634,    22269,  39.39,-53.7, 1.35,-84.6, 87.5,  9.9,       22269,    5.9,  39.39,-33.487880,155.129037,-53.7,  282.2,                  
        4635,    22274,  39.36,-53.7, 1.35,-84.5, 87.2,  9.9,       22274,    5.4,  39.36,-33.487882,155.128916,-53.7,  282.4,                  
        4636,    22279,  39.33,-53.6, 1.35,-84.5, 86.8,  9.9,       22279,    4.9,  39.33,-33.487889,155.128790,-53.6,  282.5,                  
        4637,    22284,  39.30,-53.6, 1.36,-84.5, 86.3,  9.9,       22284,    4.8,  39.30,-33.487899,155.128665,-53.6,  282.7,                  
        4638,    22289,  39.27,-53.6, 1.36,-84.5, 85.8,  9.9,       22289,    5.0,  39.27,-33.487910,155.128543,-53.6,  283.0,                  
        4639,    22294,  39.24,-53.5, 1.36,-84.4, 85.3,  9.9,       22294,    5.5,  39.24,-33.487920,155.128427,-53.5,  283.2,                  
        4640,    22300,  39.20,-53.5, 1.36,-84.4, 84.8,  9.9,       22300,    5.6,  39.20,-33.487928,155.128320,-53.5,  283.4,                  
        4641,    22305,  39.17,-53.6, 1.36,-84.4, 84.2,  9.9,       22305,    5.5,  39.17,-33.487936,155.128221,-53.6,  283.4,                  
        4642,    22311,  39.14,-53.6, 1.36,-84.4, 83.7,  9.9,       22311,    5.3,  39.14,-33.487946,155.128126,-53.6,  283.5,                  
        4643,    22316,  39.11,-53.6, 1.37,-84.5, 83.1,  9.9,       22316,    5.4,  39.11,-33.487955,155.128033,-53.6,  283.5,                  
        4644,    22322,  39.07,-53.7, 1.37,-84.5, 82.6,  9.9,       22322,    5.7,  39.07,-33.487962,155.127941,-53.7,  283.6,                  
        4645,    22328,  39.03,-53.7, 1.37,-84.5, 82.1,  9.9,       22328,    5.9,  39.03,-33.487969,155.127848,-53.7,  283.6,                  
        4646,    22334,  39.00,-53.7, 1.37,-84.5, 81.5,  9.9,       22334,    5.9,  39.00,-33.487978,155.127754,-53.7,  283.7,                  
        4647,    22339,  38.96,-53.8, 1.38,-84.5, 81.0,  9.9,       22339,    5.6,  38.96,-33.487991,155.127657,-53.8,  283.7,                  
        4648,    22345,  38.93,-53.8, 1.38,-84.5, 80.6,  9.9,       22345,    5.3,  38.93,-33.488008,155.127557,-53.8,  283.8,                  
        4649,    22350,  38.90,-53.8, 1.38,-84.6, 80.1,  9.9,       22350,    5.1,  38.90,-33.488026,155.127452,-53.8,  283.8,                  
        4650,    22355,  38.87,-53.9, 1.38,-84.6, 79.7,  9.8,       22355,    5.1,  38.87,-33.488045,155.127343,-53.9,  283.8,                  
        4651,    22360,  38.84,-53.9, 1.38,-84.6, 79.4,  9.8,       22360,    5.2,  38.84,-33.488068,155.127232,-53.9,  283.8,                  
        4652,    22365,  38.80,-54.0, 1.39,-84.6, 79.1,  9.8,       22365,    5.3,  38.80,-33.488096,155.127119,-54.0,  283.9,                  
        4653,    22371,  38.77,-54.0, 1.39,-84.6, 78.8,  9.8,       22371,    5.3,  38.77,-33.488128,155.127007,-54.0,  283.9,                  
        4654,    22376,  38.74,-54.0, 1.39,-84.7, 78.6,  9.8,       22376,    5.2,  38.74,-33.488161,155.126898,-54.0,  283.9,                  
        4655,    22381,  38.71,-54.1, 1.39,-84.7, 78.5,  9.8,       22381,    5.3,  38.71,-33.488190,155.126792,-54.1,  284.0,                  
        4656,    22386,  38.68,-54.1, 1.38,-84.7, 78.5,  9.8,       22386,    5.3,  38.68,-33.488217,155.126689,-54.1,  284.0,                  
        4657,    22392,  38.65,-54.1, 1.38,-84.8, 78.5,  9.7,       22392,    5.4,  38.65,-33.488242,155.126590,-54.1,  284.1,                  
        4658,    22397,  38.61,-54.1, 1.38,-84.8, 78.5,  9.7,       22397,    5.5,  38.61,-33.488267,155.126495,-54.1,  284.2,                  
        4659,    22403,  38.58,-54.1, 1.38,-84.8, 78.7,  9.7,       22403,    5.6,  38.58,-33.488293,155.126402,-54.1,  284.4,  d v             
        4660,    22408,  38.54,-54.1, 1.37,-84.8, 78.9,  9.6,       22409,    5.5,  38.54,-33.488317,155.126307,-54.1,  284.5,                  
        4661,    22414,  38.51,-54.1, 1.37,-84.8, 79.2,  9.6,       22414,    5.3,  38.51,-33.488335,155.126207,-54.1,  284.7,                  
        4662,    22419,  38.48,-54.1, 1.36,-84.8, 79.6,  9.6,       22419,    5.0,  38.48,-33.488345,155.126102,-54.1,  284.9,                  
        4663,    22424,  38.46,-54.0, 1.36,-84.8, 80.0,  9.5,       22423,    4.9,  38.46,-33.488350,155.125992,-54.0,  285.1,                  
        4664,    22429,  38.43,-54.0, 1.35,-84.8, 80.5,  9.5,       22429,    5.1,  38.43,-33.488354,155.125879,-54.0,  285.5,                  
